Country,Time,GDP (Current $),GDP Growth (Yrly %),GDP per Capita (Current $),Access to clean fuels and technologies for cooking (% of population) ,Access to electricity (% of population) ,"Access to electricity, rural (% of rural population) ","Access to electricity, urban (% of urban population) ",Electric power consumption (kWh per capita) ,"Labor force, female (% of total labor force) ","Labor force, total ","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative) ","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative) ",Fossil fuel energy consumption (% of total) ,Gross national expenditure (% of GDP) ,Interest payments (% of revenue) ,"Inflation, consumer prices (annual %) "
Dominican Republic,2022,113537000000.0,4.858324036,10109.5234,92.8,98.1,94.5,98.8,1716.80675546229,40.4954283080281,5169749.0,13.0046367645264,67.0899963378906,64.7300033569336,21.8664379119873,13.0046367645264,74.9400024414062,73.5800018310547,21.7484226226807,89.36,110.106062478081,17.7800326047216,8.81109209279587
Dominican Republic,2023,121444000000.0,2.360615687,10717.62767,,99.6,98.2,100.0,,41.4195355812785,5323558.0,14.1213474273682,62.3327674865723,58.6597557067871,22.8200836181641,,68.7390213012695,66.1941833496094,22.7450523376465,,107.337819927212,,4.78561281021135
El Salvador,2021,29043140000.0,11.9047617,4642.607431,92.9,97.9,94.1,99.2,1070.6894837448,41.1724379863454,2739437.0,,44.5499992370605,50.5800018310547,22.445556640625,24.9879684448242,59.3699989318848,66.1100006103516,,51.37,124.28211963307,11.074827718446,3.46692585313082
El Salvador,2022,31988920000.0,2.799552169,5093.518339,93.8,100.0,100.0,100.0,1109.9754646221,41.254651042229,2806629.0,,46.1100006103516,52.2000007629395,23.5008087158203,26.257417678833,60.8300018310547,67.5999984741211,,55.46,124.824626777022,11.182101706662,7.19861615609867
El Salvador,2023,34015620000.0,3.510977066,5391.069262,,98.3,96.6,99.4,,41.4810072960322,2854017.0,7.38000011444092,46.439998626709,52.75,,,61.2799987792969,68.6800003051758,7.17999982833862,,118.67045198647,13.0279080903743,4.04554694222477
Estonia,2021,37204563051.0,7.154447483,27953.76702,100.0,100.0,100.0,100.0,6644.21623343642,48.7800056882821,703200.0,26.1854763031006,98.7935333251953,99.1004333496094,55.4591331481934,38.1158103942871,99.8661193847656,99.7669143676758,36.5166091918945,65.31,100.61480647401,0.193777037421066,4.65316673847473
Estonia,2022,38376046175.0,0.060427832,28451.14778,100.0,100.0,100.0,100.0,6464.07283295276,49.2223042303986,735699.0,26.5803070068359,98.7294769287109,98.6773529052734,57.6844253540039,39.1564102172852,99.9087219238281,99.8532104492188,37.9452514648438,69.95,100.466270365303,0.298587881373055,19.3982634080616
Estonia,2023,41291245222.0,-3.023035841,30133.30445,,100.0,100.0,100.0,5749.16477290142,49.5386635672625,755414.0,,,,,,,,,60.93,101.838703520239,0.954794520547945,9.15922507983982
Fiji,2021,4305031631.0,-4.881036056,4696.171019,54.0,92.1,86.8,96.0,,34.1278206295214,375714.0,10.7870397567749,66.0850296020508,61.269401550293,,,91.4405822753906,90.9204788208008,9.27676963806152,,127.218552180626,17.1738754944798,0.155855722131516
Fiji,2022,4969503561.0,19.79272669,5405.030074,56.1,92.0,86.8,97.6,,34.1377104871349,381496.0,,,,,,,,,,121.369134299383,17.1372744769299,4.52019266394958
Fiji,2023,5442046565.0,7.524290882,5888.736686,,99.3,98.3,100.0,,34.1776130374588,384983.0,,,,,,,,,,,16.8323588300452,2.14817440623896
Finland,2021,294223000000.0,2.734713486,53099.13514,100.0,100.0,100.0,100.0,15646.5861772306,47.6190425169066,2799945.0,25.5287227630615,89.533576965332,89.6693954467773,43.3006172180176,34.1927490234375,99.9518203735352,99.9171981811523,30.7561550140381,36.31,99.9344760495892,1.22108861706105,2.19457432340007
Finland,2022,280242000000.0,1.450048073,50438.4754,100.0,100.0,100.0,100.0,14749.7185978813,48.2149419948379,2846126.0,26.3623390197754,91.5996780395508,91.6049041748047,43.7371673583984,35.049503326416,99.9628982543945,99.9635696411133,31.1477546691895,35.74,102.333122905112,1.30450765516488,7.12350773301402
Finland,2023,295532000000.0,-1.163962815,52925.68976,,100.0,100.0,100.0,14352.4852025758,48.5290609440681,2863035.0,,,,,,,,,32.66,100.289770232694,2.08793277541031,6.25064322154763
France,2021,2966430000000.0,6.882337866,43725.09995,100.0,100.0,100.0,100.0,6942.44523564921,48.4182420961172,31181921.0,22.7441635131836,89.2709808349609,92.3115081787109,37.3554992675781,34.4482879638672,100.0,100.0,23.1135864257812,47.34,101.212382764451,3.07667323376769,1.64233141038385
France,2022,2796300000000.0,2.570840474,41082.81193,100.0,100.0,100.0,100.0,6677.39513463708,48.3939653638397,31537676.0,22.3946876525879,85.4513473510742,89.4875183105469,36.3566551208496,33.8793907165527,95.3553695678711,96.8025894165039,22.7038650512695,49.71,102.782805830307,4.1510830155335,5.22236748369735
France,2023,3051830000000.0,0.936487503,44690.93454,,100.0,100.0,100.0,6456.64409937944,48.5065304788837,31618891.0,23.9088401794434,90.5102844238281,92.8295288085938,39.0496368408203,35.6301803588867,100.0,100.0,24.7607326507568,46.47,101.999493632245,3.77583730635875,4.87835726508441
Georgia,2021,18853115589.0,10.64423366,5083.606955,90.9,100.0,100.0,99.9,3604.85464904641,47.7425465749264,1774721.0,33.4094123840332,98.0827102661133,98.7290191650391,55.4708709716797,48.9546508789062,99.4456024169922,99.5731201171875,34.8414726257324,75.86,116.252415848758,5.18531948509415,9.56691433824769
Georgia,2022,24984568960.0,10.95853214,6729.846599,92.2,100.0,100.0,100.0,3682.96097887624,47.7040839846388,1843861.0,32.8199996948242,98.2200012207031,98.6900024414062,57.9300003051758,49.4500007629395,99.2300033569336,99.5,35.0099983215332,78.88,109.737760225089,3.8975768505699,11.8981654203198
Georgia,2023,30777833585.0,7.832201215,8283.669602,,100.0,100.0,100.0,,47.7394296064502,1850617.0,33.1935043334961,98.2348785400391,98.7013473510742,57.8974723815918,48.8034286499023,99.3691177368164,99.6016082763672,35.6545333862305,,108.617059533248,5.24102402355044,2.48776056578715
Germany,2021,4348300000000.0,3.669999862,52265.65416,100.0,100.0,100.0,100.0,6582.54587433797,46.4180323865489,43283278.0,33.4534606933594,93.1566390991211,93.9384689331055,37.3850593566895,41.559196472168,98.6864624023438,99.3337097167969,24.8310642242432,77.03,94.8414507433781,0.976158361457174,3.06666666666673
Germany,2022,4163600000000.0,1.369731055,49686.11546,100.0,100.0,100.0,100.0,6285.24659632329,46.4924273526033,43953915.0,33.3114166259766,93.5915908813477,94.3460388183594,38.3714904785156,42.1183280944824,98.6710815429688,99.3392486572266,25.3061943054199,78.47,97.5030919230623,1.47665269641737,6.87257438551097
Germany,2023,4525700000000.0,-0.26643841,54343.22651,,100.0,100.0,100.0,6045.29298751201,46.551906407095,43815458.0,,,,,,,,,77.6,95.9944093368852,,5.94643667725823
Greece,2021,218304000000.0,8.654497853,20654.7002,100.0,100.0,100.0,100.0,4997.1582541623,44.7207604950818,4573547.0,29.085132598877,72.2298202514648,79.2744293212891,36.1804122924805,36.448543548584,95.9393463134766,97.9271926879883,27.3331069946289,81.81,107.491838597389,5.64754145062959,1.22382501019854
Greece,2022,218881000000.0,5.74364919,20971.83493,100.0,100.0,100.0,100.0,4827.78285698736,44.5980913157269,4659964.0,29.5211448669434,73.8031158447266,80.3933029174805,36.8578643798828,36.2710723876953,96.4578399658203,98.248046875,28.3811092376709,81.71,109.639438339911,5.43904586568478,9.64525981280632
Greece,2023,243498000000.0,2.332123883,23400.72788,,100.0,100.0,100.0,4534.19835572963,44.8472025218397,4660090.0,,,,,,,,,79.08,104.739772806189,7.46163429686217,3.46480128513405
Guatemala,2021,86478835636.0,8.033267715,4913.947129,45.0,97.9,98.1,97.6,784.094234500942,33.1894370163203,6800730.0,,32.9715232849121,29.3028564453125,,,48.5837097167969,58.5747566223145,,35.64,113.998060791921,13.4309783450153,4.26105127422813
Guatemala,2022,95630524813.0,4.200155889,5358.089638,46.2,99.1,98.1,97.7,669.883594558613,34.2589418462758,7234412.0,6.92779016494751,30.2276496887207,36.698558807373,,,47.637321472168,58.9688415527344,4.68416023254395,34.57,116.537510708073,12.6698683066773,6.88512823344287
Guatemala,2023,104450000000.0,3.526792142,5762.821746,,100.0,100.0,100.0,,34.1923810732606,7406030.0,4.51509618759155,29.9344348907471,35.8862380981445,,,48.1771545410156,58.0505142211914,3.83277344703674,,115.065464747778,12.5579875198037,6.20657592272126
Honduras,2021,28144331507.0,12.56528438,2735.147515,49.4,94.1,85.7,100.0,780.475801605792,39.6571539326702,4395792.0,,,34.892276763916,4.17710208892822,4.37380313873291,61.932975769043,61.4457244873047,,53.21,124.641846740067,,4.48087963413445
Honduras,2022,31426041807.0,4.14356194,3003.289968,50.1,94.4,86.8,100.0,757.081126374635,37.9880179599849,4588868.0,,37.9296455383301,34.2619361877441,4.42104053497314,4.17713403701782,64.4768600463867,63.3841171264648,,54.72,127.820135333071,,9.08963911525025
Honduras,2023,34400509852.0,3.582603626,3231.657245,,95.6,88.8,100.0,,34.5981278822418,4213517.0,,30.0116138458252,28.6234855651855,4.06778955459595,4.20787572860718,62.0503273010254,60.5854263305664,,,123.932316935702,,6.66325180347457
Hungary,2021,182110000000.0,7.06122061,18755.10235,100.0,100.0,100.0,100.0,4719.10549768272,46.4925550424846,4912251.0,23.6860294342041,98.0978240966797,98.9972076416016,33.3396110534668,30.0965156555176,99.5860061645508,99.6969757080078,27.7006206512451,67.9,99.8059975643138,6.06394341980823,5.11096534382855
Hungary,2022,177006000000.0,4.583407673,18353.29836,100.0,100.0,100.0,100.0,4680.96591412799,46.6359875339445,4938210.0,23.9416580200195,98.2849807739258,99.1145858764648,32.8752708435059,29.9732608795166,99.6695404052734,99.7351455688477,28.0614147186279,66.04,104.440373724147,7.13723096058085,14.6081439492433
Hungary,2023,212389000000.0,-0.907685956,22141.86698,,100.0,100.0,100.0,4601.66222798432,46.8412470850527,4967071.0,,,,,,,,,64.22,94.8878644394882,,17.1249659678737
Iceland,2021,25825287184.0,5.254209753,69325.90783,100.0,100.0,100.0,100.0,51135.5095028455,45.9563416102738,222546.0,28.4871559143066,99.8702087402344,99.8419494628906,47.5507850646973,43.5365676879883,99.8702087402344,99.8419494628906,40.1043319702148,11.11,101.728096355834,12.3594773915544,4.44423970189739
Iceland,2022,28770206627.0,8.992507613,75314.08556,100.0,100.0,100.0,100.0,51258.7597479601,46.2567132809909,232189.0,26.9119701385498,99.8759155273438,99.5827331542969,50.3665313720703,41.2423667907715,99.8759155273438,99.5827331542969,41.94775390625,11.69,100.139350030153,16.3468153902564,8.3087551155892
Iceland,2023,31325116556.0,5.03717944,79636.95486,,100.0,100.0,100.0,50082.7509412761,45.9807994820094,240931.0,,,,,,,,,10.33,99.5073082744008,14.9405161504285,8.73630299937298
Indonesia,2021,1186510000000.0,3.702885628,4287.17314,87.2,99.2,98.2,99.9,1028.37477325366,39.6300377739763,135672770.0,9.42133045196533,53.6630058288574,60.4325675964355,12.7075433731079,11.6570901870728,82.3444213867188,87.5258026123047,9.54952239990234,75.94,96.324627286146,,1.56012990525673
Indonesia,2022,1319080000000.0,5.307419348,4730.745489,89.1,100.0,98.2,100.0,1257.23679274733,39.3159431716515,139637843.0,9.29591655731201,53.7340621948242,59.6842193603516,12.7986068725586,11.4243383407593,80.4424362182617,86.0196762084961,9.66471767425537,77.18,90.4753313272083,,4.20946383402165
Indonesia,2023,1371170000000.0,5.048105771,4876.314327,,99.4,98.6,100.0,,39.3298545821011,141349381.0,9.12527942657471,53.4761962890625,59.865291595459,,,81.1035995483398,86.5573501586914,9.52848529815674,,92.3883560368781,,3.67013142377007
Ireland,2021,531307000000.0,16.25561324,105561.1375,100.0,100.0,100.0,100.0,6167.09489299375,46.3698521586657,2568091.0,36.2288970947266,90.1366958618164,89.5482711791992,62.0939750671387,56.9747886657715,98.5882720947266,99.2185897827148,39.1772079467773,86.58,58.3804319620943,3.41260597010586,2.34034113447044
Ireland,2022,548570000000.0,8.619503552,106194.7559,100.0,100.0,100.0,100.0,6125.9848616838,46.7037141878101,2684840.0,35.8504524230957,90.3994903564453,89.8707504272461,62.438060760498,57.7087020874023,98.7630996704102,99.2401504516602,38.6128883361816,85.84,58.1563959550143,2.9595615709144,7.82945736434105
Ireland,2023,551395000000.0,-5.530007361,103887.8004,,100.0,100.0,100.0,6057.7285402065,46.8500211645315,2799495.0,,,,,,,,,82.36,66.7216734986914,,6.29942487419125
Israel,2021,489708000000.0,9.343907746,52255.61591,100.0,100.0,100.0,100.0,6809.86832276928,47.9767338247108,4275735.0,33.7175941467285,90.4493942260742,92.6890487670898,52.1569938659668,44.957332611084,95.2164077758789,97.4428939819336,40.4751586914062,97.42,96.9987396334208,8.17542767848765,1.51020047690539
Israel,2022,525000000000.0,6.470371502,54930.72616,100.0,100.0,100.0,100.0,6842.79361757782,47.9982592488041,4467037.0,34.1323280334473,90.7246170043945,92.7145004272461,53.3553161621094,45.3978424072266,95.46875,97.5426788330078,41.732250213623,97.3,97.5607384359967,9.7586771351396,4.39359665912654
Israel,2023,513611000000.0,2.42300691,52642.42675,,100.0,100.0,100.0,6622.90142057684,48.3719145475615,4586645.0,,,,,,,,,96.52,96.3201649301763,9.12834901707753,4.22535211267609
Italy,2021,2179210000000.0,8.931062066,36852.54254,100.0,100.0,100.0,100.0,5290.22854904133,42.4567789364276,25032297.0,14.694278717041,79.2322387695312,85.9351348876953,19.3520317077637,15.7796039581299,96.7913513183594,98.3558959960938,17.7843914031982,78.28,97.9587653216481,8.44362371964955,1.87378325762481
Italy,2022,2103000000000.0,4.661762651,35635.74422,100.0,100.0,100.0,100.0,5215.69012140866,42.5871899007398,25351560.0,14.7746381759644,79.7553558349609,86.1860198974609,19.5974864959717,15.9528474807739,96.9105377197266,98.4543991088867,18.0897102355957,78.73,101.819148787547,10.1440708273473,8.20128991161718
Italy,2023,2300940000000.0,0.697632994,39003.3161,,100.0,100.0,100.0,5049.79576131089,42.730486349025,25810867.0,,,,,,,,,76.77,98.780639899955,8.9438207443549,5.62219442195901
Japan,2021,5034620000000.0,2.559320239,40058.53733,100.0,100.0,100.0,100.0,7959.55856479318,44.3721839870396,68671337.0,,,,,,,,,86.74,100.520530016573,,-0.233352779398264
Japan,2022,4256410000000.0,0.954736938,34017.27181,100.0,100.0,100.0,100.0,7803.26941727044,44.6509599869779,68929060.0,,,,,,,,,87.31,103.760303771542,,2.49770278172255
Japan,2023,4204490000000.0,1.679019523,33766.52683,,100.0,100.0,100.0,,44.9326623132591,69197135.0,,,,,,,,,84.82,101.546231797474,,3.26813365933163
Kazakhstan,2021,197112000000.0,4.299999997,9983.601036,93.3,100.0,100.0,100.0,5321.52110230336,48.9693422783938,10012975.0,,,,,,,,,98.46,89.444065655368,8.89201718246527,8.04147134028396
Kazakhstan,2022,225496000000.0,3.2,11255.33964,93.1,100.0,100.0,100.0,5271.52788457214,48.8099909687564,10127066.0,,,,,,,,,98.15,84.9123094342143,7.06990907348092,15.0278644440851
Kazakhstan,2023,262642000000.0,5.1,12918.86613,,100.0,100.0,100.0,,48.8272366007844,10221158.0,,,,,,,,,,92.1429027616659,8.9577841399038,14.7249900200331
Kenya,2021,109704000000.0,7.590489473,2061.356221,26.4,76.5,68.2,97.5,184.426039295693,47.019158752771,22012863.0,7.08959150314331,67.5824508666992,78.748291015625,5.19816112518311,8.42582702636719,81.7079086303711,90.9925689697266,4.4461841583252,20.8,108.034254703865,23.4089223789498,6.10793603659176
Kenya,2022,114449000000.0,4.859981043,2109.562885,30.0,76.0,65.0,98.0,189.355465367737,47.0898610735261,22574747.0,7.84363985061646,60.4714317321777,70.1211471557617,,,74.5982131958008,83.5402984619141,4.57471990585327,20.2,106.955210523749,21.7935192162773,7.65986268272224
Kenya,2023,108039000000.0,5.555873013,1952.304579,,76.2,67.9,96.0,190.082933008388,47.2066908867942,23184849.0,,,,,,,,,19.77,105.221325894316,24.2772783373307,7.67139634029402
"Korea, Rep.",2021,1818430000000.0,4.304734819,35125.5225,100.0,100.0,100.0,100.0,11397.3392731969,43.1330825839844,28560792.0,39.6169204711914,83.6950988769531,93.483642578125,41.4524078369141,52.5475425720215,95.5400314331055,99.0732421875,28.9895114898682,82.19,96.4449931100325,3.32515319325515,2.49833333333339
"Korea, Rep.",2022,1673920000000.0,2.612672192,32394.68337,100.0,100.0,100.0,100.0,11492.9257726667,43.3764310357427,29201402.0,39.6483955383301,84.0698394775391,93.7335357666016,42.2894287109375,52.8652153015137,95.8029098510742,99.1590423583984,29.55224609375,79.89,100.029346269746,3.5979328479696,5.08951365062842
"Korea, Rep.",2023,1712790000000.0,1.356733243,33121.37129,,100.0,100.0,100.0,11307.6655429113,43.8227480936206,29587631.0,40.9601020812988,85.0460433959961,94.2079696655273,,,96.2300415039062,99.3080444335938,30.4571380615234,79.05,99.9553867153918,4.50681533589999,3.5974562502901
Kosovo,2021,9413403724.0,10.74565608,5270.426702,,,,,,,,,,,,,,,,,131.820065029923,,3.35369139207997
Kosovo,2022,9354903062.0,4.278498958,5290.947472,,,,,,,,,,,,,,,,,132.76072883082,,11.5805104542012
Kosovo,2023,10468219225.0,4.067627014,5960.158205,,,,,,,,,,,,,,,,,130.670913744709,,4.94432438791283
Kyrgyz Republic,2021,9249133946.0,5.507007627,1349.997307,77.3,99.7,99.6,99.8,1975.4134443714,41.6410966807095,2981360.0,,,,,,,,,70.29,128.650197105643,2.39965159752016,11.9050398185147
Kyrgyz Republic,2022,12134931018.0,8.9675052,1739.720308,77.0,99.7,99.6,100.0,1971.4074947749,41.6921467351248,3059581.0,,,,,,,,,72.86,141.112174387207,2.39381925333642,13.9229093174176
Kyrgyz Republic,2023,13987627909.0,6.151391837,1970.15781,,100.0,100.0,100.0,,41.7478012088916,3128651.0,,,,,,,,,,136.26249777443,2.34718616530786,10.7532770416742
Latvia,2021,38185125733.0,6.947233162,20262.84339,100.0,100.0,100.0,100.0,3838.17372339466,49.3888152775149,950940.0,25.5066566467285,96.9889755249023,98.8349456787109,53.2173919677734,41.2630653381348,97.8791427612305,99.3867034912109,35.9120864868164,53.05,103.173911966127,1.5796707838096,3.27582937431156
Latvia,2022,38018905782.0,1.812682402,20229.46136,100.0,100.0,100.0,100.0,3696.42590147937,49.6663436561673,962817.0,25.5605030059814,97.2051773071289,98.7597427368164,55.2850189208984,42.1236228942871,98.0880508422852,99.3624267578125,37.0257530212402,49.12,104.887793081122,1.46087445502,17.3102830198815
Latvia,2023,42247850065.0,1.70679525,22502.84299,,100.0,100.0,100.0,3628.86795618513,49.6514008196484,965292.0,,,,,,100.0,100.0,,47.81,103.739293968085,1.8642216713619,8.93804623316637
Lebanon,2021,23131941557.0,-7.001238625,4045.373911,,100.0,100.0,100.0,1750.05010386277,31.6648669852665,1896632.0,,,,,,,,,93.89,126.777364785407,13.5908223351618,154.756096023393
Lebanon,2022,20992421949.0,-0.621678971,3654.358455,,100.0,100.0,100.0,680.652360897549,31.5174557333536,1916906.0,,,,,,,,,89.18,145.23072047131,,171.205491336641
Lebanon,2023,,,,,100.0,100.0,100.0,,31.4675450729925,1938966.0,,,,,,,,,,,,221.341644023365
Lesotho,2021,2412130057.0,2.26671067,1066.586451,41.1,50.4,37.7,80.6,,44.393847265284,830525.0,,,,,,,,,,146.894300664057,2.40864972193986,6.04774591950676
Lesotho,2022,2354683089.0,2.387780202,1029.995533,41.5,50.0,37.7,83.6,,44.0584883800652,860547.0,,,,,,,,,,149.361382150055,3.3475027835483,8.27180389943028
Lesotho,2023,2117962451.0,1.826625259,916.2829793,,57.3,45.2,85.0,,44.0619607555944,873908.0,,,,,,,,,,155.668972562938,,6.34221743124953
Lithuania,2021,67037321009.0,6.380016762,23934.72849,100.0,100.0,100.0,100.0,4711.44539189864,49.5036417606558,1481289.0,35.8072776794434,96.6284790039062,98.1472320556641,65.7919921875,55.3560829162598,99.292106628418,99.4771270751953,43.7648849487305,62.69,95.5468488855844,1.39381523157208,4.68354420903453
Lithuania,2022,71033884500.0,2.537525009,25085.78406,100.0,100.0,100.0,100.0,4416.1702815931,49.6387596786237,1509383.0,35.6640205383301,96.9497680664062,98.0971374511719,68.0251770019531,56.3919639587402,99.2609405517578,99.2947158813477,46.1547927856445,61.9,102.091913562406,0.981559371523915,19.7050461518394
Lithuania,2023,79789877416.0,0.342262552,27786.00578,,100.0,100.0,100.0,4202.90536411076,49.3343153399276,1536989.0,,,,,,,,,61.44,96.096192807879,1.41140781851233,9.11731962390475
Luxembourg,2021,85584105994.0,7.168401987,133711.7944,100.0,100.0,100.0,100.0,12151.9098090191,46.1085500959751,330815.0,42.6705589294434,89.4878845214844,90.7828826904297,46.1569862365723,49.5096054077148,97.5843124389648,98.0208892822266,40.7614822387695,74.02,66.6958408178123,0.347271725687034,2.52692009066166
Luxembourg,2022,81641807866.0,1.380185891,125006.0218,100.0,100.0,100.0,100.0,11629.0998510189,46.5781000794471,334814.0,43.4346580505371,90.0731735229492,91.3365325927734,47.0335731506348,51.3443222045898,97.8478012084961,98.516471862793,41.2124710083008,71.34,65.957257284371,0.345779771187577,6.33600807777919
Luxembourg,2023,85755006124.0,-1.095723616,128678.1899,,100.0,100.0,100.0,11168.4648050058,46.3360857598146,345150.0,,,,,,,,,70.39,69.1594570958868,0.594591293297237,3.74140361983136
Madagascar,2021,14554754117.0,5.739615739,490.2062386,1.45,35.1,10.9,72.6,80.2934672339167,48.7553079858448,15102009.0,3.41530990600586,15.9009799957275,21.2205009460449,,,38.9394683837891,43.7580108642578,2.49875998497009,13.7,108.908471010005,5.41362524812497,5.81225118787715
Madagascar,2022,15134700203.0,3.999999999,497.2425148,1.5,36.1,10.9,71.6,81.3148068743768,48.6756937106911,15576306.0,,,,,,,,,13.97,108.098948297841,4.8156264476304,8.16059031991844
Madagascar,2023,15790113247.0,3.8,506.1593687,,39.4,14.6,75.6,,48.6886290440054,16036576.0,,,,,,,,,,107.043934441021,,9.87432675044888
Malawi,2021,12378129751.0,4.55829212,617.4475208,1.5,14.2,5.6,54.2,,49.2614272440293,7724019.0,,,,,,,,,,,24.7721619492629,9.33014410835212
Malawi,2022,12429060151.0,0.921115069,604.2697512,1.4,14.0,5.6,54.0,,49.1389774599378,8039685.0,,,,,,,,,,,29.9238225072927,20.953969729969
Malawi,2023,12712150082.0,1.892457988,602.3436198,,15.6,6.1,57.8,,49.1082405548294,8334815.0,,,,,,,,,,,,28.7897428247298
Malaysia,2021,373785000000.0,3.315349544,10903.11164,86.0,100.0,100.0,100.0,4860.27830199398,36.9557837173773,17243512.0,16.0446376800537,86.7094039916992,86.8067855834961,28.5272617340088,28.8884868621826,96.4194107055664,96.9665451049805,16.9167175292969,95.82,92.7698835274889,16.2860332189783,2.47710241465447
Malaysia,2022,407606000000.0,8.861821876,11748.09193,84.1,100.0,100.0,100.0,4986.12312555985,37.1623683233973,17583325.0,14.4300003051758,79.0299987792969,82.0599975585938,25.0499992370605,26.2099990844727,93.5199966430664,96.0100021362305,14.6999998092651,96.01,92.8050409934553,14.020107638443,3.37869862549928
Malaysia,2023,399705000000.0,3.555487154,11379.0861,,100.0,100.0,100.0,,37.2065920489056,17923168.0,,,,,,,,,,94.9005053250616,14.7101686251226,2.48886560125754
Maldives,2021,5252457370.0,37.50787012,10176.14388,99.7,100.0,100.0,100.0,,22.8934938290416,262520.0,,,,,,,,,,90.4093263688864,9.73153770268114,0.543149688737013
Maldives,2022,6177118114.0,13.82608952,11786.00915,99.7,100.0,100.0,100.0,,22.7627691008865,265328.0,,,,,,,,,,96.9017192367979,,2.33314337624567
Maldives,2023,6590894302.0,4.72639189,12530.36024,,100.0,100.0,100.0,,22.9725625189835,266679.0,,,,,,,,,,101.268205785178,,2.92746542425035
Malta,2021,19718565605.0,13.4603052,38027.38017,100.0,100.0,100.0,100.0,4936.97641050959,40.8432651384787,282426.0,21.6781253814697,84.4356307983398,89.7946090698242,33.2437400817871,35.7639579772949,99.0891571044922,99.4957122802734,23.434549331665,88.08,83.4546504893242,3.18007304054687,1.49789217934724
Malta,2022,19209979975.0,4.147882816,36142.20585,100.0,100.0,100.0,100.0,5170.16581030308,41.865538553692,293824.0,22.0376853942871,85.0283660888672,90.3839645385742,32.9480056762695,36.0108451843262,98.9538345336914,99.2371368408203,23.2504024505615,87.17,86.5265691299489,2.85195836757053,6.15375621933037
Malta,2023,22328640242.0,7.498512459,40395.76921,,100.0,100.0,100.0,,41.5847517010589,305398.0,,,,,,,,,,81.9227904037924,3.38642939364714,5.09396758978883
Mauritius,2021,11484348858.0,3.403798662,9068.973002,99.0,99.6,99.8,99.3,2211.89670339737,38.4005052488563,565266.0,0.0,58.7585487365723,66.4005279541016,0.0,0.0,93.4451675415039,97.4571151733398,0.0,87.3,110.1276714835,9.46200697224062,4.02852888157383
Mauritius,2022,12927979286.0,8.879885197,10239.79705,99.0,100.0,100.0,99.0,2334.2149014315,38.1142986069909,598345.0,,60.3737907409668,71.3261108398438,,,95.5923690795898,98.7349014282227,,88.94,106.564144581351,8.03023823943907,10.7737512242899
Mauritius,2023,14644524819.0,6.958287403,11613.04416,,100.0,100.0,100.0,,38.3041446184426,595664.0,,,,,,,,,,103.961581917495,9.78887697988304,7.05298238454735
Mexico,2021,1316570000000.0,6.048483443,10314.05067,85.7,100.0,100.0,99.9,2650.73959396575,38.8956181944697,56864048.0,,66.4350738525391,65.3687438964844,,,83.7100982666016,85.5228271484375,,88.64,101.437966653449,15.8259382639258,5.68920847683753
Mexico,2022,1464310000000.0,3.689111093,11385.40708,85.7,100.0,100.0,99.8,2351.59528868272,39.4612258716186,58544385.0,,65.3199996948242,67.0400009155273,,,82.4400024414062,84.3300018310547,,87.94,104.68204899422,17.1966048280522,7.8962761916855
Mexico,2023,1789110000000.0,3.199981166,13790.02434,,99.7,99.1,100.0,2412.61431663365,40.0692793435583,60144623.0,,67.9045639038086,67.0553359985352,,,85.0688781738281,86.4555130004883,,88.66,105.975650223597,18.5493152744806,5.52796087314389
Moldova,2021,13691869264.0,13.92999979,5274.605822,97.4,100.0,100.0,100.0,2401.17820687115,53.7330026227091,1503026.0,18.4899997711182,97.3899993896484,98.5199966430664,22.0862789154053,18.4930610656738,99.5999984741211,99.5299987792969,22.0900001525879,83.5,127.173311114547,2.64945699607183,5.10641129002836
Moldova,2022,14510490660.0,-5.015482319,5738.424735,97.6,100.0,100.0,100.0,2255.74554684034,54.4569274068774,1464574.0,18.2600002288818,97.9300003051758,98.620002746582,22.215461730957,18.2587242126465,99.5699996948242,99.4499969482422,22.2199993133545,81.27,128.2529785956,3.11978149500439,28.7372976766236
Moldova,2023,16539436547.0,0.78324271,6729.412868,,100.0,100.0,100.0,,54.6708431910393,1389353.0,18.3649120330811,97.9607391357422,98.6896514892578,,,99.5803909301758,99.4703140258789,23.1295890808105,,124.054802871834,5.61592322277894,13.41701043813
Mongolia,2021,15286441738.0,1.636769577,4517.61578,52.9,100.0,100.0,100.0,2427.49075653249,44.0636570761922,1366321.0,27.7742557525635,92.6094818115234,89.8047561645508,68.0478439331055,63.7420196533203,97.0610427856445,95.3407516479492,37.1015510559082,95.03,104.63434450674,6.16819515777145,7.35281243380219
Mongolia,2022,17146471714.0,5.032709637,4993.514875,54.2,100.0,100.0,100.0,2545.61487913499,44.4524910953134,1420881.0,26.1017665863037,92.1286468505859,89.8496017456055,64.3526763916016,58.7878570556641,96.8059997558594,95.6307144165039,36.4625854492188,94.72,108.110968813531,,15.1479560897226
