Country,Time,GDP (Current $),GDP Growth (Yrly %),GDP per Capita (Current $),Access to clean fuels and technologies for cooking (% of population) ,Access to electricity (% of population) ,"Access to electricity, rural (% of rural population) ","Access to electricity, urban (% of urban population) ",Electric power consumption (kWh per capita) ,"Labor force, female (% of total labor force) ","Labor force, total ","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative) ","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative) ",Fossil fuel energy consumption (% of total) ,Gross national expenditure (% of GDP) ,Interest payments (% of revenue) ,"Inflation, consumer prices (annual %) "
Mongolia,2023,20325121394.0,7.422112762,5838.631081,,100.0,100.0,100.0,,44.5818995398377,1433842.0,25.2698345184326,94.1747131347656,92.6716690063477,59.3744583129883,60.1385726928711,97.8904342651367,97.2366790771484,37.0463409423828,,91.4290175988193,,10.3475831314339
Morocco,2021,142022000000.0,8.154738898,3785.936279,98.0,100.0,100.0,100.0,950.467605491107,22.7575490518184,12266110.0,,,,,,,,,90.26,109.251247294493,8.7322327235262,1.40195883962006
Morocco,2022,130952000000.0,1.52720358,3455.39624,97.9,100.0,100.0,100.0,978.27258674367,22.0255512657148,12170356.0,,,,,,,,,90.12,111.508780526666,7.96111730498483,6.65704202759067
Morocco,2023,144417000000.0,3.403341301,3771.446289,,100.0,100.0,100.0,,22.1869709286409,12350059.0,,,,,,,,,,108.287240716216,8.01285790687035,6.09114152504141
Nepal,2021,36924841394.0,4.838149614,1252.750767,38.4,89.9,,94.2,306.293365125237,36.5387806753205,8237363.0,,26.5851192474365,43.1910285949707,,,36.4118003845215,58.9935607910156,,28.01,128.790750321404,3.85657960803328,4.14968003360264
Nepal,2022,41182939601.0,5.631314559,1385.910663,39.6,91.3,93.7,97.7,321.045264151601,36.6799263082657,8404199.0,,,,,,,,,26.47,131.060136194842,,7.6507917679853
Nepal,2023,40908073367.0,1.952544633,1377.626036,,94.0,93.4,96.0,,36.9093183561695,8424737.0,,,,,,,,,,124.251019385784,,7.11475951738199
Netherlands,2021,1054470000000.0,6.276830732,60141.98809,100.0,100.0,100.0,100.0,6704.42622513238,47.1300090887312,9842958.0,36.8335609436035,90.0527572631836,92.4684295654297,37.153507232666,38.8782501220703,98.184211730957,98.2888870239258,34.2246856689453,86.2,90.2548370814873,1.37852571431798,2.67572008805385
Netherlands,2022,1046540000000.0,5.00723459,59123.31856,100.0,100.0,100.0,100.0,6365.46605154448,47.1141736570986,10054815.0,37.7317390441895,91.0731430053711,92.6664123535156,38.4872360229492,39.6803359985352,98.484016418457,98.6139907836914,35.5516586303711,83.92,91.2202410899358,1.31007374266336,10.0012078753473
Netherlands,2023,1154360000000.0,0.074560722,64572.00596,,100.0,100.0,100.0,6198.03517535853,47.1356860908217,10247550.0,,,,,,,,,83.52,88.8312933976147,1.66508098936678,3.83839354342808
New Zealand,2021,253644000000.0,4.546247639,49624.18167,100.0,100.0,100.0,100.0,8160.1549507953,47.293248122804,2919514.0,,,,,,,,,58.39,103.875048103468,2.7790937589294,3.94112060778728
New Zealand,2022,246734000000.0,2.774842648,48216.50958,100.0,100.0,100.0,100.0,8099.15578832174,47.4689512976338,2953183.0,,,,,,,,,54.94,105.05185741011,3.16844434778101,7.17222476016441
New Zealand,2023,252176000000.0,0.733302172,48280.81142,,100.0,100.0,100.0,7941.26093699144,47.4537339222469,3048778.0,,,,,,,,,55.44,102.869102960908,,5.73316283034957
Nicaragua,2021,14144060853.0,10.31609128,2128.609806,58.1,86.3,66.3,100.0,618.233276511455,38.6879652493112,3036947.0,18.8273391723633,60.5289916992188,63.1129302978516,,,82.805778503418,87.2585601806641,21.7039909362793,41.18,113.460552686542,5.89676136916424,4.92841396948968
Nicaragua,2022,15649897117.0,3.752284757,2325.167379,59.2,86.5,66.3,100.0,682.400254120922,39.0648444695096,3092384.0,,,,,,,,,39.85,115.645377615415,5.42369578364592,10.4674244465991
Nicaragua,2023,17829218219.0,4.569223171,2612.870662,,88.3,71.0,100.0,,39.3067308227601,3161456.0,,,,,,,,,,113.270988336478,6.92450959326027,8.38765854872536
Nigeria,2021,440834000000.0,3.647186541,2017.274865,23.0,59.5,26.3,89.2,142.790930090716,46.9536655563638,102508968.0,14.1861295700073,42.3900718688965,57.8144989013672,,,57.8193588256836,73.5159912109375,8.01961994171143,55.75,,,16.9528457221608
Nigeria,2022,477403000000.0,3.251681408,2139.374785,25.6,60.5,27.0,89.0,135.603309430584,46.9421477961804,105432630.0,4.26290273666382,64.6892700195312,75.5948104858398,37.8123435974121,40.5757026672363,82.6653213500977,91.7974319458008,2.73636484146118,55.72,,,18.8471877843274
Nigeria,2023,363846000000.0,2.860214991,1596.636961,,61.2,32.9,85.0,,48.4363330380889,110183277.0,,,,,,,,,,,,24.6595502031139
North Macedonia,2021,14000283827.0,4.51067949,7620.80297,80.2,100.0,100.0,100.0,3793.4499437705,41.112143020028,784953.0,18.6117744445801,62.6685829162598,76.7970962524414,22.7017803192139,21.6956367492676,92.3918533325195,97.1842880249023,20.1716632843018,78.0,115.83354468123,4.21080976112559,3.23074912132919
North Macedonia,2022,13932436550.0,2.758884153,7606.237525,81.3,100.0,100.0,100.0,3479.25874810014,41.3672304700493,802703.0,18.9432697296143,64.0738372802734,77.6455535888672,23.3038082122803,21.7494697570801,92.4895629882812,97.2532958984375,20.6706123352051,82.16,120.576435759064,,14.2047173195833
North Macedonia,2023,15763621848.0,2.072749779,8624.293609,,100.0,100.0,100.0,,41.3365296442787,797169.0,20.7376480102539,68.3109130859375,76.2166519165039,33.6036529541016,33.1498184204102,93.6641311645508,96.2838287353516,21.3288707733154,,113.036179366243,,9.36187249769016
Norway,2021,503368000000.0,3.908686777,93072.89251,100.0,100.0,100.0,100.0,24650.1686290752,46.8232898554815,2940731.0,26.1300392150879,86.59814453125,95.6240463256836,43.8932762145996,39.8116416931152,87.2023010253906,96.0919799804688,34.4795722961426,50.61,85.1501099346868,0.391633770502513,3.48388055266678
Norway,2022,593727000000.0,3.005635161,108798.4512,100.0,100.0,100.0,100.0,23373.4710590389,46.6241997685755,2985855.0,25.2907695770264,95.9295043945312,98.5050964355469,47.1495628356934,39.8636589050293,96.5161056518555,98.955192565918,37.0830993652344,46.54,71.6850525297861,0.457014512720826,5.76412317852272
Norway,2023,485311000000.0,0.479647246,87925.09442,,100.0,100.0,100.0,23520.0270164798,47.172438806884,3005240.0,,,,,,,,,46.29,85.2689944406515,1.03385527254985,5.51784987104659
Pakistan,2021,348517000000.0,6.513885759,1455.319224,51.0,94.9,91.9,99.9,570.098770866866,22.7006727069609,78814704.0,10.1768083572388,27.7954158782959,48.4065818786621,7.08136034011841,10.1768083572388,38.0621452331543,62.9245910644531,7.08136034011841,65.49,108.927222425943,,9.49621056124947
Pakistan,2022,374890000000.0,4.778106869,1538.322813,52.6,95.0,93.0,100.0,605.788247596384,22.6309725165422,80282511.0,,,,,,,,,63.94,111.950173683923,,19.8738599646655
Pakistan,2023,337912000000.0,-0.039692523,1365.277432,,95.6,92.8,100.0,,22.7358153712894,81926413.0,,,,,,,,,,107.640439232144,,30.7681280657005
Papua New Guinea,2021,26109413522.0,-0.511353444,2607.578619,9.8,20.9,14.0,65.2,,47.6319512096089,3374107.0,,,,,,,,,,,16.2269053209577,4.48359014042398
Papua New Guinea,2022,31647277767.0,5.707584118,3101.710632,10.0,19.0,14.0,65.1,,47.44978368356,3494880.0,4.24747848510742,27.4283027648926,41.3095626831055,10.4695806503296,17.8098545074463,55.8578109741211,68.9980545043945,1.98758840560913,,,13.8767385123088,5.25323922215241
Papua New Guinea,2023,30729242919.0,3.035704755,2957.682625,,20.5,13.4,65.2,,47.5038008534612,3574855.0,,,,,,,,,,,13.9388057554887,2.29869991296791
Paraguay,2021,39950899939.0,4.016737318,5976.931798,68.6,100.0,100.0,100.0,2126.51301236262,41.7608034569186,3412056.0,,54.310001373291,53.3499984741211,,,77.3300018310547,79.5500030517578,,37.29,98.7680880008174,6.64579341677256,4.787983101236
Paraguay,2022,41952910858.0,0.176038366,6205.625954,68.5,100.0,100.0,100.0,2213.01378130259,41.9716209207027,3391301.0,,57.4799995422363,56.939998626709,,,80.4100036621094,80.4300003051758,,34.84,104.99913585175,7.23990261827236,9.76556667164402
Paraguay,2023,42956263544.0,4.714124079,6276.351139,,99.8,99.5,100.0,,41.8940462872589,3448638.0,,,,,,,,,,97.8934725403797,9.23714257628647,4.63202285403356
Peru,2021,226354000000.0,13.35522951,6826.972007,86.4,95.6,83.6,98.9,1531.64376685862,45.6298825718232,17853296.0,,55.560001373291,66.7200012207031,,,68.7799987792969,78.6800003051758,,73.64,96.9835378765455,6.55420064925363,4.27166381536798
Peru,2022,246489000000.0,2.725500216,7363.272069,88.1,96.2,85.1,99.0,1588.44822284327,45.364958473676,18756175.0,,57.0200004577637,67.9199981689453,24.7750930786133,25.1189136505127,70.1500015258789,80.3000030517578,,76.85,99.4422047773844,,8.33370630096231
Peru,2023,267603000000.0,-0.550182306,7906.585029,,96.2,85.1,99.0,,45.3332232054438,18608668.0,,65.9185638427734,73.87255859375,26.2976608276367,26.3699035644531,82.0098266601562,89.5293045043945,,,96.7322779629888,,6.45561348369586
Philippines,2021,394087000000.0,5.714733134,3484.385939,56.9,97.5,96.5,98.6,846.694921660693,39.5506381926216,44699749.0,18.8504791259766,64.7939682006836,59.1400299072266,29.3138484954834,23.7215309143066,87.9263000488281,83.6290893554688,24.5563278198242,65.61,111.980539981119,14.289552421245,3.92718022100332
Philippines,2022,404353000000.0,7.580982128,3548.069306,59.1,94.8,91.1,98.0,884.680258485773,41.4438447286486,49481401.0,15.9393396377563,63.6305389404297,60.0255012512207,28.893030166626,23.2302951812744,87.2008438110352,84.1670989990234,20.1498203277588,66.2,115.654880519172,14.1895600248204,5.82115811213955
Philippines,2023,437146000000.0,5.545851171,3804.87258,,98.0,97.6,98.4,,41.4784616706064,50352675.0,,,,,,,,,,114.08923687241,16.4345728844051,5.97802515541409
Poland,2021,689170000000.0,6.927182661,18635.51049,100.0,100.0,100.0,100.0,4631.20010705876,45.1234778257029,18231897.0,24.4346084594727,97.5792846679688,98.3862915039062,36.8755683898926,26.2579212188721,97.8612670898438,98.9520492553711,31.6396541595459,87.22,96.7983308773414,2.92109045364879,5.05502704719272
Poland,2022,695607000000.0,5.255456974,18891.21212,100.0,100.0,100.0,100.0,4596.71266565855,45.4775731494996,18259831.0,24.7140331268311,97.6652450561523,98.463752746582,37.2951812744141,26.4782943725586,97.9530715942383,98.9876174926758,32.1605682373047,86.42,98.3163003692536,4.05151988034782,14.4294507575758
Poland,2023,809201000000.0,0.138832755,22056.66617,,100.0,100.0,100.0,4355.69717989739,45.8486429967589,18341629.0,,,,,,99.6583480834961,99.6958389282227,,84.61,94.2395806691537,5.21673872257117,11.5289127961105
Portugal,2021,256056000000.0,5.558757523,24711.45101,100.0,100.0,100.0,100.0,4901.6433485549,49.2719688274369,5158639.0,20.9722499847412,63.2117195129395,65.305793762207,29.1036891937256,22.2114696502686,94.123908996582,97.4921646118164,28.5162925720215,67.8,102.776690846195,6.00580997592147,1.26565719069044
Portugal,2022,256899000000.0,6.985841938,24620.51956,100.0,100.0,100.0,100.0,5085.23209727273,49.2968828485589,5275650.0,21.5089321136475,63.9583015441895,65.3792190551758,29.3014507293701,22.7047214508057,94.1874694824219,97.5181427001953,28.6646671295166,67.38,102.400782918032,4.95387039532298,7.83269124233323
Portugal,2023,289114000000.0,2.526281108,27331.20949,,100.0,100.0,100.0,5143.13718038671,49.4003807674927,5414853.0,20.8361186981201,64.1178894042969,65.4293899536133,27.5635433197021,22.228946685791,94.5374984741211,97.354736328125,26.6510124206543,63.08,99.0778176935214,5.49078464014046,4.31128191898672
Romania,2021,286578000000.0,5.545709626,14986.78549,100.0,100.0,100.0,100.0,2900.83824132119,42.4376702872259,8418497.0,13.8026008605957,90.4599990844727,94.8199996948242,19.3299999237061,18.1299991607666,98.620002746582,99.1399993896484,14.1383724212646,71.19,105.652542077195,4.7328902069968,5.05232876096582
Romania,2022,296354000000.0,3.965307663,15557.88262,100.0,100.0,100.0,100.0,2717.53652859422,42.7389276101244,8415279.0,14.8340311050415,91.0400009155273,95.0199966430664,20.4699993133545,18.5599994659424,98.7600021362305,99.1500015258789,15.6972007751465,70.42,106.899262298032,4.63101086103234,13.7954887432521
Romania,2023,350776000000.0,2.404271779,18404.27309,,100.0,100.0,100.0,,42.3608675530409,8280024.0,,,,,,,,,,104.785666297301,,10.3971874764996
Russian Federation,2021,1843390000000.0,5.614290376,12521.52246,99.3,100.0,100.0,99.2,7186.67544355845,48.5747580073877,73846056.0,39.2299995422363,98.2799987792969,98.9400024414062,76.870002746582,75.5800018310547,99.8300018310547,99.8099975585938,42.8300018310547,89.46,89.77529376951,,6.69445891957612
Russian Federation,2022,2266030000000.0,-2.069711525,15445.24219,99.4,100.0,100.0,99.1,7184.42203703818,48.7434189452399,73531906.0,,99.2005081176758,98.8655395507812,74.7691802978516,73.145378112793,100.0,100.0,,89.45,88.5293450227239,,
Russian Federation,2023,2021420000000.0,3.6,13817.0459,,100.0,100.0,100.0,,48.8625697448913,73184751.0,,99.3309783935547,99.0782165527344,76.4508590698242,74.5323867797852,100.0,100.0,,,93.9733292774238,,
Rwanda,2021,11069280650.0,10.85796776,828.8330328,6.2,48.7,38.2,98.0,60.6502606463671,47.2300323394419,4769099.0,7.19986581802368,20.8754482269287,26.0230960845947,5.48545026779175,8.73312664031982,78.367919921875,87.407356262207,4.72861051559448,9.92,115.599823823205,6.19834384801656,-0.391346748300791
Rwanda,2022,13316160895.0,8.157733085,975.4693159,8.3,50.6,38.2,98.0,68.1267274337541,47.4707674788239,5079189.0,5.44000005722046,15.7399997711182,20.4599990844727,,,40.5299987792969,47.6599998474121,3.59999990463257,11.55,116.188956604488,6.21021774540179,17.6892095588153
Rwanda,2023,14097768472.0,8.241287695,1010.268929,,63.9,57.9,99.9,,47.5557355208761,5531930.0,6.24203491210938,20.5178680419922,24.4651737213135,,,80.0146560668945,87.3814315795898,4.21580123901367,,115.142634802513,7.68293070581152,19.789546746467
Saudi Arabia,2021,874156000000.0,5.07511035,28396.08642,100.0,100.0,100.0,100.0,12069.9836667183,19.3803231669986,14623461.0,30.2839450836182,69.5205459594727,78.1518478393555,37.3692817687988,39.7794151306152,81.5829696655273,89.7099685668945,32.4151191711426,99.96,91.5935370803381,2.83627486303424,3.06328988941547
Saudi Arabia,2022,1108570000000.0,7.485984291,34454.19577,100.0,100.0,100.0,100.0,11835.3177587823,19.2797441654337,15469059.0,29.6599979400635,71.8790893554688,80.1127090454102,38.8877029418945,39.2555923461914,84.4306640625,92.4248809814453,33.9029006958008,99.91,83.0711139838105,2.39041526354088,2.4740737192537
Saudi Arabia,2023,1067580000000.0,-0.754914811,32093.9623,,100.0,100.0,100.0,,19.3860112616667,16120882.0,28.4633502960205,75.6534576416016,81.5068359375,41.0626411437988,37.1403732299805,88.1825332641602,94.5509948730469,35.9603233337402,,92.6286070265642,3.11717626441745,2.32708518362692
Senegal,2021,27520784130.0,6.5440011,1598.10677,31.3,68.0,43.4,93.9,329.600129888931,36.9457630100958,5262663.0,,,,,,,,,58.89,120.096789757029,9.5061670120264,2.18032278088147
Senegal,2022,27619479060.0,3.825863637,1564.745221,32.3,67.9,43.4,96.6,399.521774928173,36.7518079590849,5412180.0,7.42461538314819,15.3707942962646,24.8341293334961,3.7800087928772,8.4315767288208,30.4678592681885,42.8605690002441,3.10535168647766,63.21,126.317962507135,9.86295387445667,9.69681899081073
Senegal,2023,30848333084.0,4.584061405,1706.44218,,74.2,56.5,96.1,,36.7405628614132,5579313.0,,,,,,,,,,125.019154074442,12.3194106049545,5.93947798773215
Serbia,2021,66159884073.0,7.949056505,9680.527981,81.5,100.0,100.0,100.0,5034.14674687745,46.0268910759741,3322738.0,15.9443225860596,70.2372970581055,79.8359680175781,24.1038284301758,24.1420307159424,97.9545745849609,99.3538513183594,17.7910041809082,82.44,107.661498802316,4.7123609854641,4.08510285335102
Serbia,2022,66797564758.0,2.630986444,10022.96885,82.9,100.0,100.0,100.0,5113.70107266182,46.3955722549783,3289801.0,16.2567672729492,71.1810989379883,80.4408874511719,24.0078296661377,24.1400146484375,98.2387771606445,99.3438034057617,17.8429203033447,83.02,110.438883965447,3.63076915282743,11.9815117344703
Serbia,2023,81342660752.0,3.847471128,12281.50585,,100.0,100.0,100.0,,46.2566353226955,3246451.0,17.4752941131592,72.813346862793,81.1883010864258,26.0098705291748,25.3013172149658,98.2494125366211,99.2801666259766,19.7617740631104,,104.342915347445,,12.3719043552519
Seychelles,2021,1487173795.0,0.552281631,14982.91115,100.0,100.0,100.0,100.0,,,,,,,,,,,,,123.243072465677,,9.76909936973542
Seychelles,2022,2057968520.0,14.97685133,17167.19098,100.0,100.0,100.0,100.0,,,,,,,,,,,,,109.399116523581,,2.6260363285129
Seychelles,2023,2141450171.0,3.161714355,17879.23965,,100.0,100.0,100.0,,,,,,,,,,,,,111.217559980224,,-1.03530088431952
Slovak Republic,2021,120592000000.0,5.72698854,22138.19498,100.0,100.0,100.0,100.0,5404.56491141305,46.832407760377,2757031.0,21.4944400787354,99.1065292358398,99.1825790405273,29.5774478912354,23.3670082092285,99.8579864501953,99.7216186523438,27.2983646392822,62.73,100.455557027592,2.85808646107375,3.14960629921268
Slovak Republic,2022,115929000000.0,0.449673875,21342.76667,100.0,100.0,100.0,100.0,4957.70057248564,47.0144315936728,2791445.0,22.8654556274414,98.9654541015625,99.0303039550781,30.8172245025635,24.4294528961182,99.6445541381836,99.5340957641602,28.564733505249,60.63,105.946473987621,2.69487509407558,12.7741463637611
Slovak Republic,2023,132908000000.0,1.378337272,24491.37719,,100.0,100.0,100.0,4577.14944884037,47.0160520414733,2792542.0,,,,,,,,,59.47,98.4174718405968,,10.5319476645211
Slovenia,2021,61529280461.0,8.389650321,29187.36938,100.0,100.0,100.0,100.0,7006.37879320462,45.7936298900004,1044095.0,23.1259365081787,98.3296966552734,99.1415405273438,39.1911125183105,30.8242111206055,99.6871490478516,99.7397918701172,30.0709190368652,58.93,94.1280437753974,2.83511775546834,1.91706506089259
Slovenia,2022,59927702746.0,2.699237557,28373.83823,100.0,100.0,100.0,100.0,6730.81839858035,45.6051137061149,1058958.0,22.2955379486084,98.2980117797852,98.9072875976562,39.3728446960449,29.9545383453369,99.7306213378906,99.6892852783203,29.8897438049316,59.15,98.2542743411956,2.62663234267473,8.83369886749452
Slovenia,2023,69148468417.0,2.112591843,32610.11092,,100.0,100.0,100.0,6470.29113008916,45.5931855908048,1058463.0,,,,,,,,,57.79,93.5963398613747,2.89733036045673,7.44687717385838
Solomon Islands,2021,1522794913.0,2.564349754,1996.869768,8.8,76.3,75.4,79.2,,48.1374209976363,394292.0,,,,,,,,,,107.342863217808,0.600097039501874,-0.115437894412839
Solomon Islands,2022,1566360686.0,2.402481436,2005.413993,8.7,76.0,75.4,79.0,,47.9881178081791,410362.0,,,,,,,,,,114.276096911817,1.23314029497938,5.51812928576938
Solomon Islands,2023,1633319401.0,3.079769815,2041.636491,,81.3,81.3,81.2,,48.0267609165709,422706.0,,,,,,,,,,,,5.88585897042164
South Africa,2021,420887000000.0,4.955032594,6843.399419,88.7,89.3,93.4,87.4,3512.0627333448,46.3305259577606,25167040.0,12.9200000762939,83.0400009155273,84.879997253418,48.6100006103516,49.560001373291,87.0199966430664,89.0400009155273,13.0100002288818,93.13,93.8275063119217,14.8298357767618,4.61874544887136
South Africa,2022,406920000000.0,1.91147996,6523.410978,89.4,86.5,93.4,87.1,3357.92464091342,46.4303621677625,26170358.0,10.5708084106445,76.0601959228516,78.2090301513672,15.1270332336426,13.623441696167,86.0569305419922,88.5138854980469,12.2236385345459,93.32,97.8536800713666,15.6234762427279,7.03987272546482
South Africa,2023,380699000000.0,0.698485195,6022.542542,,87.7,94.0,96.0,,46.9377224270212,27346329.0,11.1641149520874,76.9785003662109,78.7042617797852,16.2778396606445,14.2619953155518,86.5508728027344,88.6752014160156,13.1484613418579,,99.2839699259742,,6.0752438457966
Spain,2021,1461240000000.0,6.683144185,30817.68286,100.0,100.0,100.0,100.0,5239.5199793554,46.7708715208445,23445165.0,22.1335792541504,81.084228515625,84.6579895019531,35.8322830200195,33.8744506835938,93.1941452026367,94.9775848388672,26.9198131561279,70.32,99.0104202921308,5.94138552560565,3.0931351197642
Spain,2022,1446500000000.0,6.179312226,30287.36576,100.0,100.0,100.0,100.0,5182.69523645187,46.6733503627834,23828133.0,22.1627388000488,81.5416717529297,85.0253372192383,36.4175987243652,33.9397201538086,93.590705871582,95.1544189453125,27.0949516296387,71.76,99.1173016877192,6.44093611786415,8.39057634118627
Spain,2023,1620090000000.0,2.675663493,33509.0128,,100.0,100.0,100.0,5110.85174105768,46.9448728434836,24199271.0,,,,,,93.2106246948242,95.2223739624023,,68.51,96.0732124693991,6.37339784488122,3.53236133492433
Sri Lanka,2021,88609324902.0,4.207476495,3999.337647,34.1,100.0,100.0,100.0,713.666726846001,32.8882949763279,8500316.0,0.870556175708771,80.6500015258789,83.2900009155273,,,86.2168960571289,88.8398971557617,0.661343932151794,58.53,107.387129216901,71.6201004077685,7.01478071238195
Sri Lanka,2022,74144870023.0,-7.346791236,3342.719896,35.5,100.0,100.0,100.0,684.05392002164,33.2585609984405,8527218.0,1.0550582408905,81.120002746582,83.0899963378906,,,86.2683029174805,88.5122146606445,0.791702389717102,53.93,103.563395220939,77.7699768805255,49.7211021114327
Sri Lanka,2023,84356863744.0,-2.298010562,3827.964956,,100.0,100.0,100.0,,33.2105214946521,8526051.0,,,,,,,,,,101.637118365082,79.8744543518094,16.5411742279832
St. Lucia,2021,1867185185.0,11.59947362,10459.13212,93.1,100.0,100.0,100.0,,46.8187300089141,95355.0,,37.6425361633301,40.5844841003418,,16.8583450317383,58.5124740600586,51.356575012207,,,,,2.41070312174393
St. Lucia,2022,2342703704.0,20.38676757,13103.76217,92.5,100.0,100.0,100.0,,46.0838877410809,101159.0,,37.5350036621094,42.1984710693359,22.2962741851807,,63.1918029785156,54.0104484558105,,,,,6.37814695133351
St. Lucia,2023,2430148148.0,2.21007266,13554.66519,,100.0,100.0,100.0,,46.2978397936871,101981.0,,,,,,,,,,,,4.07060821926204
Suriname,2021,3107923198.0,-2.435385836,5029.848385,95.1,98.8,97.5,99.5,2955.18987013996,41.0602558929146,245337.0,,,,,,,,,89.54,,,59.1196626251977
Suriname,2022,3791603200.0,2.406222356,6084.438767,95.5,99.0,97.0,100.0,2955.88320249565,41.290058014015,248733.0,,,,,,,,,90.44,,,52.446027276241
Suriname,2023,3455146281.0,2.539566754,5494.074094,,99.6,98.8,100.0,,41.4825617106603,252347.0,,,,,,,,,,,,51.5873159600861
Sweden,2021,637187000000.0,5.937508573,61174.96802,100.0,100.0,100.0,100.0,13017.9973503743,47.2323542656069,5522907.0,27.5063858032227,94.7414093017578,94.2133712768555,54.4576606750488,44.1910743713379,100.0,100.0,37.8494529724121,25.12,95.6786942649751,0.577883505140297,2.16319736447153
Sweden,2022,579896000000.0,1.459288508,55296.93715,100.0,100.0,100.0,100.0,12418.3973191038,47.167795771586,5602668.0,28.4081382751465,94.9234924316406,94.123908996582,55.9418106079102,45.7203712463379,99.9862823486328,100.0,38.9912719726562,24.28,98.0944590058226,1.36745236754797,8.36929098869189
Sweden,2023,584960000000.0,-0.310670185,55516.83648,,100.0,100.0,100.0,12121.7102390973,47.364341235668,5669759.0,,,,,,,,,24.88,96.0228308111222,,8.54862489748902
Switzerland,2021,813409000000.0,5.391888041,93446.43445,100.0,100.0,100.0,100.0,7315.37290974165,46.8119896362294,4987374.0,45.0184288024902,97.7458801269531,98.1810302734375,35.349308013916,45.0184288024902,99.6234664916992,99.7077026367188,35.349308013916,48.3,87.6810504697474,0.590221176255857,0.581814168489856
Switzerland,2022,818427000000.0,2.568328178,93245.79521,100.0,100.0,100.0,100.0,7309.48578845284,46.7424530195269,4967649.0,44.9455337524414,97.873649597168,98.2827911376953,35.217960357666,44.9455337524414,99.6375427246094,99.6519546508789,35.217960357666,45.34,86.2983180018842,0.676569274072201,2.83502798644463
Switzerland,2023,884940000000.0,0.716066869,99564.71003,,100.0,100.0,100.0,7095.78533887978,46.8186826023507,5089291.0,45.9148368835449,98.0365600585938,98.3241653442383,,,99.6839752197266,99.6226043701172,36.7342910766602,44.47,87.5631845512636,0.950426380119413,2.13540088016377
Tajikistan,2021,8937805347.0,9.39999955,896.7480534,85.2,99.6,99.8,98.9,1427.12263422116,39.8297432458001,2600308.0,,,,,,,,,61.92,126.126995151188,5.68722007513638,
Tajikistan,2022,10713525200.0,8.000000338,1052.179495,86.1,100.0,100.0,99.0,1475.70932945677,39.7314291924562,2659187.0,,,,,,,,,60.89,133.238140930449,3.89462595752124,
Tajikistan,2023,12060602009.0,8.299999217,1160.81187,,100.0,100.0,100.0,,39.7945975713003,2720221.0,,,,,,,,,,,2.96197047274816,
Tanzania,2021,70655628148.0,4.321384295,1159.856567,8.1,42.7,23.3,77.3,120.92869930568,49.1248914239078,29877664.0,,,,,,,,,21.55,101.729238646373,11.4647748306719,3.69091958802199
Tanzania,2022,75769974505.0,4.566005764,1207.853027,9.2,45.8,36.0,74.7,123.470486172843,48.9879875800505,30918000.0,3.309809923172,12.5732202529907,18.2996406555176,,,62.7696418762207,72.6069030761719,1.51076996326447,23.06,104.233253055963,11.4073087312149,4.35027204269101
Tanzania,2023,79062403821.0,5.069523532,1224.489624,,48.3,27.9,82.4,,48.9705856716908,31951809.0,,,,,,,,,,103.881419177533,13.2380126605938,3.79923291384916
Thailand,2021,506256000000.0,1.568181765,7058.0695,85.3,100.0,100.0,99.8,2753.70621620221,45.6435884456132,40439671.0,,50.0710372924805,47.9351463317871,22.3233699798584,19.329984664917,66.8533401489258,74.1960830688477,,81.05,99.090330651592,6.39672203912046,1.23039541318384
Thailand,2022,495645000000.0,2.462769341,6909.359975,86.1,99.9,100.0,100.0,2867.4155798463,45.8392322037323,40754978.0,14.8299999237061,51.1599998474121,56.4000015258789,23.8178405761719,20.9338073730469,69.4100036621094,77.4700012207031,19.6000003814697,79.65,100.111019008788,6.75505455085063,6.07741228434321
Thailand,2023,514969000000.0,1.887257251,7182.025258,,100.0,100.0,100.0,,45.8541326238565,40729354.0,,51.9336051940918,56.7260437011719,23.8868293762207,20.694507598877,71.2167053222656,78.8803329467773,,,96.8527351632666,5.71867102914376,1.22802623546169
Timor-Leste,2021,3624889700.0,5.363126627,2684.827044,16.4,100.0,100.0,100.0,,45.6962565796842,571456.0,11.815336227417,46.9296875,52.0851135253906,10.4178972244263,13.9850158691406,55.0048217773438,61.0632934570312,9.2096529006958,,72.837129361481,0.159591458898645,3.69792094666786
Timor-Leste,2022,3208594000.0,-20.58424404,2343.245247,17.7,99.7,100.0,100.0,,45.7003089598352,594252.0,1.59040260314941,35.2608528137207,40.8955307006836,2.21867418289185,3.0428638458252,43.8927841186523,48.9640808105469,0.935539841651917,,86.3877698456084,0.119603513050457,7.00530945399787
Timor-Leste,2023,2079916900.0,-18.11781338,1502.519638,,100.0,100.0,100.0,,45.8337758014203,602680.0,,,,,,,,,,143.446000174334,,8.42035103310377
Togo,2021,8342243646.0,5.990876104,939.6133738,11.0,55.7,24.7,96.3,161.515970426583,48.0790507038483,3047816.0,,,,,,,,,16.5,110.326132774755,12.9541596011051,4.1862150652352
