Time,Country,Access to clean fuels and technologies for cooking (% of population) ,Renewable energy consumption (% of total final energy consumption) ,Access to electricity (% of population) ,"Access to electricity, rural (% of rural population) ","Access to electricity, urban (% of urban population) ",Renewable electricity output (% of total electricity output) ,Electric power consumption (kWh per capita) ,"Labor force, female (% of total labor force) ","Labor force, total ","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative) ","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative) ","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative) ","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative) ","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+) ","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+) ",Fossil fuel energy consumption (% of total) ,"Electricity production from renewable sources, excluding hydroelectric (kWh) ","Central government debt, total (% of GDP) ",Gross national expenditure (% of GDP) ,Interest payments (% of revenue) ,"Inflation, consumer prices (annual %) "
2021,Slovenia,100.0,23.4,100.0,100.0,100.0,36.1126858150668,7006.37879320462,45.7936298900004,1044095.0,23.1259365081787,98.3296966552734,99.1415405273438,39.1911125183105,30.8242111206055,99.6871490478516,99.7397918701172,30.0709190368652,98.15,100.0,58.93,736250000.0,,94.1280437753974,2.83511775546834,1.91706506089259
2021,Solomon Islands,8.8,49.1,76.3,75.4,79.2,6.5551580779271,,48.1374209976363,394292.0,,,,,,,,,,,,5890000.0,,107.342863217808,0.600097039501874,-0.115437894412839
2021,South Africa,88.7,9.7,89.3,93.4,87.4,6.45823307963008,3512.0627333448,46.3305259577606,25167040.0,12.9200000762939,83.0400009155273,84.879997253418,48.6100006103516,49.560001373291,87.0199966430664,89.0400009155273,13.0100002288818,86.18,84.56,93.13,8998630000.0,73.8065091009354,93.8275063119217,14.8298357767618,4.61874544887136
2021,Spain,100.0,19.0,100.0,100.0,100.0,47.0149136749395,5239.5199793554,46.7708715208445,23445165.0,22.1335792541504,81.084228515625,84.6579895019531,35.8322830200195,33.8744506835938,93.1941452026367,94.9775848388672,26.9198131561279,97.49,99.11,70.32,96120550000.0,132.546759027224,99.0104202921308,5.94138552560565,3.0931351197642
2021,Sri Lanka,34.1,48.8,100.0,100.0,100.0,49.2380351199357,713.666726846001,32.8882949763279,8500316.0,0.870556175708771,80.6500015258789,83.2900009155273,,,86.2168960571289,88.8398971557617,0.661343932151794,89.28,89.26,58.53,1354220000.0,,107.387129216901,71.6201004077685,7.01478071238195
2021,St. Lucia,93.1,9.7,100.0,100.0,100.0,2.54489148622662,,46.8187300089141,95355.0,,37.6425361633301,40.5844841003418,,16.8583450317383,58.5124740600586,51.356575012207,,,,,10190000.0,,,,2.41070312174393
2021,Suriname,95.1,14.5,98.8,97.5,99.5,41.9336561743341,2955.18987013996,41.0602558929146,245337.0,,,,,,,,,,,89.54,-125070000.0,,,,59.1196626251977
2021,Sweden,100.0,57.9,100.0,100.0,100.0,67.3919370423404,13017.9973503743,47.2323542656069,5522907.0,27.5063858032227,94.7414093017578,94.2133712768555,54.4576606750488,44.1910743713379,100.0,100.0,37.8494529724121,100.0,99.39,25.12,41852000000.0,40.6550853120913,95.6786942649751,0.577883505140297,2.16319736447153
2021,Switzerland,100.0,27.7,100.0,100.0,100.0,68.0622643509335,7315.37290974165,46.8119896362294,4987374.0,45.0184288024902,97.7458801269531,98.1810302734375,35.349308013916,45.0184288024902,99.6234664916992,99.7077026367188,35.349308013916,99.02,100.0,48.3,5054000000.0,19.9857790162513,87.6810504697474,0.590221176255857,0.581814168489856
2021,Tajikistan,85.2,34.9,99.6,99.8,98.9,93.3827887446305,1427.12263422116,39.8297432458001,2600308.0,,,,,,,,,39.41,39.57,61.92,691980000.0,,126.126995151188,5.68722007513638,
2021,Tanzania,8.1,78.3,42.7,23.3,77.3,39.3928323699422,120.92869930568,49.1248914239078,29877664.0,,,,,,,,,46.03,59.37,21.55,321480000.0,,101.729238646373,11.4647748306719,3.69091958802199
2021,Thailand,85.3,19.0,100.0,100.0,99.8,19.6792655928357,2753.70621620221,45.6435884456132,40439671.0,,50.0710372924805,47.9351463317871,22.3233699798584,19.329984664917,66.8533401489258,74.1960830688477,,92.7,98.61,81.05,30785350000.0,58.5043086154828,99.090330651592,6.39672203912046,1.23039541318384
2021,Timor-Leste,16.4,12.1,100.0,100.0,100.0,0.371447028423773,,45.6962565796842,571456.0,11.815336227417,46.9296875,52.0851135253906,10.4178972244263,13.9850158691406,55.0048217773438,61.0632934570312,9.2096529006958,,,,570000.0,,72.837129361481,0.159591458898645,3.69792094666786
2021,Togo,11.0,75.1,55.7,24.7,96.3,25.5873786407767,161.515970426583,48.0790507038483,3047816.0,,,,,,,,,44.3,55.22,16.5,73130000.0,,110.326132774755,12.9541596011051,4.1862150652352
2021,Tonga,87.6,1.8,100.0,100.0,100.0,14.2006227155814,,42.960760337928,35984.0,5.48247671127319,94.1549835205078,94.0618209838867,24.3886299133301,24.2177963256836,99.84423828125,100.0,5.28426790237427,,,,10490000.0,,154.016035093165,0.797654768404177,5.64051140636751
2021,Turkiye,95.2,12.0,100.0,100.0,100.0,35.4189464124067,3587.45836676577,32.0955466642628,33490693.0,22.6306686401367,43.0357894897461,59.7846412658691,18.4376373291016,22.6306686401367,76.8506622314453,93.5403671264648,18.4376373291016,62.55,85.34,83.83,62629360000.0,42.575722383146,99.5950517497562,10.5196841575142,19.5964926913324
2021,Uganda,0.7,91.0,45.2,35.9,72.3,90.0255924170616,84.2500903379653,48.09564486883,20084883.0,5.99678754806519,32.6903381347656,46.6981315612793,9.87834644317627,15.4138269424438,80.9695739746094,92.2135925292969,2.97589683532715,65.06,66.88,9.1,108850000.0,51.3026623500196,106.14267322265,17.8527787215045,2.20457204757414
2021,United Kingdom,100.0,12.2,100.0,100.0,100.0,40.3081131480886,4568.580341577,47.9770696325641,34115633.0,38.2099990844727,99.7900009155273,99.8399963378906,,,100.0,100.0,40.939998626709,99.91,99.61,77.54,116780000000.0,186.794915550888,100.223987048219,7.89829173582968,2.51837109614213
2021,United States,100.0,10.9,100.0,100.0,100.0,20.2733089261925,12558.0118863007,45.1871646061113,167156631.0,33.926570892334,95.4242782592773,95.0670928955078,49.8460350036621,45.8285980224609,97.3503875732422,97.2186889648438,36.1168403625488,96.79,93.09,81.38,612795580000.0,118.400948162572,103.63170385451,11.39536261799,4.69785886363742
2021,Uruguay,100.0,57.8,100.0,100.0,100.0,84.3537980618944,3524.60259163687,46.4839120459757,1722127.0,,62.5299987792969,59.2999992370605,,,92.5500030517578,91.5699996948242,,75.73,72.35,46.76,8220390000.0,58.0941187470581,92.859567414349,7.50974291433145,7.74791402314762
2022,Albania,84.6,,100.0,100.0,100.0,,2507.48013906524,44.9838115488655,1389262.0,18.2386665344238,90.4998779296875,93.8575210571289,,,97.3871002197266,98.3405456542969,21.3606376647949,,,55.06,,,110.303936086105,7.32763843345551,6.7252027153006
2022,Argentina,99.9,,100.0,100.0,100.0,,2833.11909750338,42.9402622703507,21566906.0,,,,,,,,,,,86.96,,,98.5299349575039,9.47259379330155,
2022,Armenia,97.9,,100.0,100.0,100.0,,2403.67775831874,50.3422841326494,1480203.0,27.8967914581299,99.1247024536133,99.2666320800781,55.4669418334961,50.2793502807617,99.7779769897461,99.6971969604492,28.6064758300781,,,75.78,,46.5518225541677,100.960817340158,9.85904112142016,8.64091108973855
2022,Australia,100.0,,100.0,100.0,100.0,,9933.15278973003,47.4388189017502,14188083.0,33.5400009155273,95.0299987792969,95.0199966430664,58.439998626709,49.1100006103516,99.4609680175781,99.5923080444336,40.0200004577637,,,90.42,,58.0466964106785,94.7585941727542,3.08204640033961,6.59409671341846
2022,Austria,100.0,,100.0,100.0,100.0,,8260.47675415134,46.7976239861348,4715124.0,,98.6379013061523,98.4232788085938,34.7421760559082,34.7317581176758,100.0,100.0,,,,64.1,,76.2214007403381,100.723954933383,2.1554046097905,8.5468699318845
2022,Bangladesh,28.0,,99.4,99.2,100.0,,602.674747324137,36.5470471565248,74651451.0,10.084264755249,43.232349395752,47.9946060180664,,,61.7735824584961,66.9404983520508,5.0764307975769,,,83.13,,,106.822881412177,,7.69695437176898
2022,Barbados,100.0,5.5,100.0,100.0,100.0,,,49.6552005549435,147042.0,,,,,,,,,,,,,,,,
2022,Belgium,100.0,,100.0,100.0,100.0,,7282.40331295413,46.8267617902964,5320795.0,37.4228248596191,88.3022537231445,90.955207824707,43.1228790283203,39.7613945007324,96.2443695068359,97.0625991821289,41.2547912597656,,,67.09,,92.4825366392405,101.460685561862,3.31026343382765,9.597511728725
2022,Bolivia,89.1,,99.9,95.6,100.0,,859.308409911805,45.9980896785561,6569575.0,16.194803237915,56.266300201416,66.4788360595703,30.0802001953125,28.9136924743652,69.5967788696289,81.6292343139648,17.5617389678955,,,84.84,,,102.532789066883,,1.74632872945969
2022,Bosnia and Herzegovina,41.1,,100.0,100.0,100.0,,3772.15191453325,41.8930401136452,1355798.0,11.8900003433228,86.1900024414062,96.1999969482422,15.1499996185303,15.1300001144409,92.5999984741211,98.3000030517578,12.6700000762939,,,78.81,,41.7435105198961,113.539033702049,1.47421825812242,14.0208440826771
2022,Botswana,66.0,,75.9,25.0,95.5,,1522.19852354121,46.6250638214801,1065472.0,9.25415325164795,69.2225341796875,70.92333984375,29.2117595672607,30.71120262146,89.7554168701172,89.1276550292969,9.74098491668701,53.86,64.29,66.7,,,95.256192210626,2.18057642885417,11.665567478802
2022,Brazil,96.5,,100.0,97.3,100.0,,2787.76089640442,43.4208190589127,106610573.0,,67.870002746582,65.0199966430664,,,86.4300003051758,85.120002746582,,,,51.04,,79.1023218878495,99.5545359694656,25.8537229370519,9.28010608956873
2022,Bulgaria,,,100.0,99.6,100.0,,5387.96542212904,46.5604115763303,3217289.0,22.1036491394043,95.7140884399414,97.1052017211914,30.5550937652588,22.5017166137695,99.0603713989258,99.2939758300781,30.2848815917969,,,68.8,,30.1504217452844,98.8859665999234,1.00199456087962,15.3252589264366
2022,Burkina Faso,17.2,71.4,19.5,3.4,60.5,,131.191746177691,44.3312480834503,6091676.0,3.08928656578064,10.0773801803589,16.5051612854004,1.2442010641098,3.54773354530334,18.5023212432861,32.9421081542969,1.12409460544586,,,24.03,,62.5256115534246,101.354188147324,8.62113509852307,14.2902354303358
2022,Cambodia,53.5,,92.3,88.0,99.0,,813.232441120437,48.0629233888112,9572466.0,,,,,,,,,,,54.93,,,100.512003543664,,5.34370264895437
2022,Canada,100.0,,100.0,100.0,100.0,,14591.314180806,47.3471242301123,21456376.0,30.7867393493652,95.9839477539062,96.2347412109375,68.6005935668945,65.8976440429688,95.9839477539062,96.2347412109375,33.855339050293,,,76.91,,61.4178635753383,99.8449146177304,6.14076007081138,6.80280115341613
2022,Chile,100.0,,100.0,100.0,100.0,,4422.38228375379,42.0657679545945,9670728.0,21.0626277923584,83.1999969482422,86.1100006103516,28.1240940093994,28.6751441955566,89.7600021362305,91.4800033569336,19.5457077026367,,,70.08,,,103.957566068883,3.81839448820788,11.643866711056
2022,China,87.8,,100.0,100.0,100.0,,6112.13553560996,45.0507108837416,770113477.0,,,,,,,,,,,86.72,,,96.5881911119158,,1.97357555739051
2022,Colombia,93.6,,100.0,100.0,100.0,,1548.65063830136,41.1994721378583,25830229.0,15.8202447891235,61.2900009155273,58.8600006103516,28.1619262695312,24.6931610107422,82.3499984741211,80.8499984741211,16.5422592163086,,,73.8,,70.33140026012,107.609177087082,15.4737835773436,10.1772313546166
2022,"Congo, Dem. Rep.",4.3,,21.5,1.0,45.3,,130.667931495784,48.3032581586622,36183996.0,,,,,,,,,20.5,34.19,3.97,,15.9896968122396,102.73276735231,0.514036894677786,
2022,Costa Rica,96.4,,100.0,100.0,100.0,,2125.2458545407,41.6819368958279,2504874.0,,51.2799987792969,48.7799987792969,19.9728775024414,17.1105937957764,83.7799987792969,84.0199966430664,,,,50.71,,,97.4171403066588,15.2927261286011,8.27477490232654
2022,Cote d'Ivoire,42.6,,72.0,45.3,95.0,,323.704535370651,42.950064628661,11882499.0,6.70274448394775,17.9306621551514,33.9326934814453,4.91649055480957,10.1925811767578,36.8502960205078,53.1010208129883,3.06490612030029,,,37.58,,,104.377934441899,17.4439105528207,5.27616724262846
2022,Croatia,100.0,,100.0,100.0,100.0,,4475.52041281852,46.6235086140876,1740579.0,16.84619140625,93.5088195800781,97.4888687133789,24.6147575378418,20.6884708404541,99.0373687744141,99.5650177001953,21.03955078125,,,67.97,,83.0767694561751,106.219914563597,3.84002783469285,10.7805806758686
2022,Cyprus,100.0,,100.0,100.0,100.0,,3848.66716239663,45.1110155759119,755975.0,33.120246887207,84.1147155761719,87.7553024291992,45.5157012939453,41.2710800170898,96.4546127319336,98.4479675292969,33.2054138183594,,,86.5,,,96.7805004677601,3.27726419684437,8.39548297993334
2022,Czechia,100.0,,100.0,100.0,100.0,,6362.84194009099,44.5102091513833,5369986.0,20.9231128692627,98.9953002929688,99.3919219970703,23.555025100708,22.094482421875,99.0271682739258,99.4170913696289,21.0210075378418,,,70.25,,,99.1926378237789,3.39431675553378,15.1001651468371
2022,Denmark,100.0,,100.0,100.0,100.0,,5870.02927476145,47.422413469915,3147518.0,27.4220237731934,90.9987258911133,92.4892196655273,42.1445960998535,32.6030693054199,98.5132064819336,99.3477935791016,37.8423385620117,,,54.36,,,90.4462114493322,1.64048292956573,7.6965669988926
2022,Dominican Republic,92.8,,98.1,94.5,98.8,,1716.80675546229,40.4954283080281,5169749.0,13.0046367645264,67.0899963378906,64.7300033569336,21.8664379119873,13.0046367645264,74.9400024414062,73.5800018310547,21.7484226226807,,,89.36,,,110.106062478081,17.7800326047216,8.81109209279587
2022,El Salvador,93.8,,100.0,100.0,100.0,,1109.9754646221,41.254651042229,2806629.0,,46.1100006103516,52.2000007629395,23.5008087158203,26.257417678833,60.8300018310547,67.5999984741211,,,,55.46,,73.7611648033132,124.824626777022,11.182101706662,7.19861615609867
2022,Estonia,100.0,,100.0,100.0,100.0,,6464.07283295276,49.2223042303986,735699.0,26.5803070068359,98.7294769287109,98.6773529052734,57.6844253540039,39.1564102172852,99.9087219238281,99.8532104492188,37.9452514648438,,,69.95,,25.9834554447716,100.466270365303,0.298587881373055,19.3982634080616
2022,Fiji,56.1,28.4,92.0,86.8,97.6,,,34.1377104871349,381496.0,,,,,,,,,,,,,,121.369134299383,17.1372744769299,4.52019266394958
2022,Finland,100.0,,100.0,100.0,100.0,,14749.7185978813,48.2149419948379,2846126.0,26.3623390197754,91.5996780395508,91.6049041748047,43.7371673583984,35.049503326416,99.9628982543945,99.9635696411133,31.1477546691895,,,35.74,,,102.333122905112,1.30450765516488,7.12350773301402
2022,France,100.0,,100.0,100.0,100.0,,6677.39513463708,48.3939653638397,31537676.0,22.3946876525879,85.4513473510742,89.4875183105469,36.3566551208496,33.8793907165527,95.3553695678711,96.8025894165039,22.7038650512695,,,49.71,,96.7764980125667,102.782805830307,4.1510830155335,5.22236748369735
2022,Georgia,92.2,,100.0,100.0,100.0,,3682.96097887624,47.7040839846388,1843861.0,32.8199996948242,98.2200012207031,98.6900024414062,57.9300003051758,49.4500007629395,99.2300033569336,99.5,35.0099983215332,,,78.88,,42.9693933571232,109.737760225089,3.8975768505699,11.8981654203198
2022,Germany,100.0,,100.0,100.0,100.0,,6285.24659632329,46.4924273526033,43953915.0,33.3114166259766,93.5915908813477,94.3460388183594,38.3714904785156,42.1183280944824,98.6710815429688,99.3392486572266,25.3061943054199,,,78.47,,,97.5030919230623,1.47665269641737,6.87257438551097
2022,Greece,100.0,,100.0,100.0,100.0,,4827.78285698736,44.5980913157269,4659964.0,29.5211448669434,73.8031158447266,80.3933029174805,36.8578643798828,36.2710723876953,96.4578399658203,98.248046875,28.3811092376709,,,81.71,,202.480392684901,109.639438339911,5.43904586568478,9.64525981280632
2022,Guatemala,46.2,,99.1,98.1,97.7,,669.883594558613,34.2589418462758,7234412.0,6.92779016494751,30.2276496887207,36.698558807373,,,47.637321472168,58.9688415527344,4.68416023254395,34.35,39.93,34.57,,,116.537510708073,12.6698683066773,6.88512823344287
2022,Honduras,50.1,,94.4,86.8,100.0,,757.081126374635,37.9880179599849,4588868.0,,37.9296455383301,34.2619361877441,4.42104053497314,4.17713403701782,64.4768600463867,63.3841171264648,,,,54.72,,,127.820135333071,,9.08963911525025
2022,Hungary,100.0,,100.0,100.0,100.0,,4680.96591412799,46.6359875339445,4938210.0,23.9416580200195,98.2849807739258,99.1145858764648,32.8752708435059,29.9732608795166,99.6695404052734,99.7351455688477,28.0614147186279,,,66.04,,75.5259534751362,104.440373724147,7.13723096058085,14.6081439492433
2022,Iceland,100.0,,100.0,100.0,100.0,,51258.7597479601,46.2567132809909,232189.0,26.9119701385498,99.8759155273438,99.5827331542969,50.3665313720703,41.2423667907715,99.8759155273438,99.5827331542969,41.94775390625,,,11.69,,86.2909756775551,100.139350030153,16.3468153902564,8.3087551155892
2022,Indonesia,89.1,,100.0,98.2,100.0,,1257.23679274733,39.3159431716515,139637843.0,9.29591655731201,53.7340621948242,59.6842193603516,12.7986068725586,11.4243383407593,80.4424362182617,86.0196762084961,9.66471767425537,,,77.18,,,90.4753313272083,,4.20946383402165
2022,Ireland,100.0,,100.0,100.0,100.0,,6125.9848616838,46.7037141878101,2684840.0,35.8504524230957,90.3994903564453,89.8707504272461,62.438060760498,57.7087020874023,98.7630996704102,99.2401504516602,38.6128883361816,,,85.84,,45.400258888176,58.1563959550143,2.9595615709144,7.82945736434105
2022,Israel,100.0,,100.0,100.0,100.0,,6842.79361757782,47.9982592488041,4467037.0,34.1323280334473,90.7246170043945,92.7145004272461,53.3553161621094,45.3978424072266,95.46875,97.5426788330078,41.732250213623,,,97.3,,,97.5607384359967,9.7586771351396,4.39359665912654
2022,Italy,100.0,,100.0,100.0,100.0,,5215.69012140866,42.5871899007398,25351560.0,14.7746381759644,79.7553558349609,86.1860198974609,19.5974864959717,15.9528474807739,96.9105377197266,98.4543991088867,18.0897102355957,,,78.73,,,101.819148787547,10.1440708273473,8.20128991161718
2022,Japan,100.0,,100.0,100.0,100.0,,7803.26941727044,44.6509599869779,68929060.0,,,,,,,,,,,87.31,,216.213375459903,103.760303771542,,2.49770278172255
2022,Kazakhstan,93.1,,100.0,100.0,100.0,,5271.52788457214,48.8099909687564,10127066.0,,,,,,,,,,,98.15,,21.3547830101811,84.9123094342143,7.06990907348092,15.0278644440851
2022,Kenya,30.0,,76.0,65.0,98.0,,189.355465367737,47.0898610735261,22574747.0,7.84363985061646,60.4714317321777,70.1211471557617,,,74.5982131958008,83.5402984619141,4.57471990585327,,,20.2,,,106.955210523749,21.7935192162773,7.65986268272224
2022,"Korea, Rep.",100.0,,100.0,100.0,100.0,,11492.9257726667,43.3764310357427,29201402.0,39.6483955383301,84.0698394775391,93.7335357666016,42.2894287109375,52.8652153015137,95.8029098510742,99.1590423583984,29.55224609375,,,79.89,,51.1791323198157,100.029346269746,3.5979328479696,5.08951365062842
2022,Kosovo,,,,,,,,,,,,,,,,,,,,,,,132.76072883082,,11.5805104542012
2022,Kyrgyz Republic,77.0,,99.7,99.6,100.0,,1971.4074947749,41.6921467351248,3059581.0,,,,,,,,,,,72.86,,47.085480540382,141.112174387207,2.39381925333642,13.9229093174176
2022,Latvia,100.0,,100.0,100.0,100.0,,3696.42590147937,49.6663436561673,962817.0,25.5605030059814,97.2051773071289,98.7597427368164,55.2850189208984,42.1236228942871,98.0880508422852,99.3624267578125,37.0257530212402,,,49.12,,,104.887793081122,1.46087445502,17.3102830198815
2022,Lebanon,,,100.0,100.0,100.0,,680.652360897549,31.5174557333536,1916906.0,,,,,,,,,,,89.18,,,145.23072047131,,171.205491336641
2022,Lesotho,41.5,34.9,50.0,37.7,83.6,,,44.0584883800652,860547.0,,,,,,,,,62.37,65.05,,,,149.361382150055,3.3475027835483,8.27180389943028
2022,Lithuania,100.0,,100.0,100.0,100.0,,4416.1702815931,49.6387596786237,1509383.0,35.6640205383301,96.9497680664062,98.0971374511719,68.0251770019531,56.3919639587402,99.2609405517578,99.2947158813477,46.1547927856445,,,61.9,,35.9357842383235,102.091913562406,0.981559371523915,19.7050461518394
2022,Luxembourg,100.0,,100.0,100.0,100.0,,11629.0998510189,46.5781000794471,334814.0,43.4346580505371,90.0731735229492,91.3365325927734,47.0335731506348,51.3443222045898,97.8478012084961,98.516471862793,41.2124710083008,,,71.34,,,65.957257284371,0.345779771187577,6.33600807777919
2022,Madagascar,1.5,83.1,36.1,10.9,71.6,,81.3148068743768,48.6756937106911,15576306.0,,,,,,,,,25.21,27.5,13.97,,,108.098948297841,4.8156264476304,8.16059031991844
2022,Malawi,1.4,62.9,14.0,5.6,54.0,,,49.1389774599378,8039685.0,,,,,,,,,,,,,55.5992119991912,,29.9238225072927,20.953969729969
2022,Malaysia,84.1,,100.0,100.0,100.0,,4986.12312555985,37.1623683233973,17583325.0,14.4300003051758,79.0299987792969,82.0599975585938,25.0499992370605,26.2099990844727,93.5199966430664,96.0100021362305,14.6999998092651,,,96.01,,60.1811225069523,92.8050409934553,14.020107638443,3.37869862549928
2022,Maldives,99.7,1.2,100.0,100.0,100.0,,,22.7627691008865,265328.0,,,,,,,,,,,,,,96.9017192367979,,2.33314337624567
2022,Malta,100.0,,100.0,100.0,100.0,,5170.16581030308,41.865538553692,293824.0,22.0376853942871,85.0283660888672,90.3839645385742,32.9480056762695,36.0108451843262,98.9538345336914,99.2371368408203,23.2504024505615,,,87.17,,,86.5265691299489,2.85195836757053,6.15375621933037
2022,Mauritius,99.0,,100.0,100.0,99.0,,2334.2149014315,38.1142986069909,598345.0,,60.3737907409668,71.3261108398438,,,95.5923690795898,98.7349014282227,,,,88.94,,,106.564144581351,8.03023823943907,10.7737512242899
2022,Mexico,85.7,,100.0,100.0,99.8,,2351.59528868272,39.4612258716186,58544385.0,,65.3199996948242,67.0400009155273,,,82.4400024414062,84.3300018310547,,42.3,56.27,87.94,,44.0481728467751,104.68204899422,17.1966048280522,7.8962761916855
2022,Moldova,97.6,,100.0,100.0,100.0,,2255.74554684034,54.4569274068774,1464574.0,18.2600002288818,97.9300003051758,98.620002746582,22.215461730957,18.2587242126465,99.5699996948242,99.4499969482422,22.2199993133545,,,81.27,,34.5213178653949,128.2529785956,3.11978149500439,28.7372976766236
2022,Mongolia,54.2,,100.0,100.0,100.0,,2545.61487913499,44.4524910953134,1420881.0,26.1017665863037,92.1286468505859,89.8496017456055,64.3526763916016,58.7878570556641,96.8059997558594,95.6307144165039,36.4625854492188,,,94.72,,,108.110968813531,,15.1479560897226
2022,Morocco,97.9,,100.0,100.0,100.0,,978.27258674367,22.0255512657148,12170356.0,,,,,,,,,,,90.12,,,111.508780526666,7.96111730498483,6.65704202759067
2022,Nepal,39.6,,91.3,93.7,97.7,,321.045264151601,36.6799263082657,8404199.0,,,,,,,,,,,26.47,,,131.060136194842,,7.6507917679853
2022,Netherlands,100.0,,100.0,100.0,100.0,,6365.46605154448,47.1141736570986,10054815.0,37.7317390441895,91.0731430053711,92.6664123535156,38.4872360229492,39.6803359985352,98.484016418457,98.6139907836914,35.5516586303711,,,83.92,,,91.2202410899358,1.31007374266336,10.0012078753473
2022,New Zealand,100.0,,100.0,100.0,100.0,,8099.15578832174,47.4689512976338,2953183.0,,,,,,,,,,,54.94,,54.5666722344428,105.05185741011,3.16844434778101,7.17222476016441
2022,Nicaragua,59.2,,86.5,66.3,100.0,,682.400254120922,39.0648444695096,3092384.0,,,,,,,,,,,39.85,,,115.645377615415,5.42369578364592,10.4674244465991
2022,Nigeria,25.6,,60.5,27.0,89.0,,135.603309430584,46.9421477961804,105432630.0,4.26290273666382,64.6892700195312,75.5948104858398,37.8123435974121,40.5757026672363,82.6653213500977,91.7974319458008,2.73636484146118,,,55.72,,,,,18.8471877843274
2022,North Macedonia,81.3,,100.0,100.0,100.0,,3479.25874810014,41.3672304700493,802703.0,18.9432697296143,64.0738372802734,77.6455535888672,23.3038082122803,21.7494697570801,92.4895629882812,97.2532958984375,20.6706123352051,,,82.16,,,120.576435759064,,14.2047173195833
2022,Norway,100.0,,100.0,100.0,100.0,,23373.4710590389,46.6241997685755,2985855.0,25.2907695770264,95.9295043945312,98.5050964355469,47.1495628356934,39.8636589050293,96.5161056518555,98.955192565918,37.0830993652344,,,46.54,,,71.6850525297861,0.457014512720826,5.76412317852272
2022,Pakistan,52.6,,95.0,93.0,100.0,,605.788247596384,22.6309725165422,80282511.0,,,,,,,,,,,63.94,,,111.950173683923,,19.8738599646655
2022,Papua New Guinea,10.0,54.6,19.0,14.0,65.1,,,47.44978368356,3494880.0,4.24747848510742,27.4283027648926,41.3095626831055,10.4695806503296,17.8098545074463,55.8578109741211,68.9980545043945,1.98758840560913,,,,,48.188818095314,,13.8767385123088,5.25323922215241
2022,Paraguay,68.5,,100.0,100.0,100.0,,2213.01378130259,41.9716209207027,3391301.0,,57.4799995422363,56.939998626709,,,80.4100036621094,80.4300003051758,,,,34.84,,,104.99913585175,7.23990261827236,9.76556667164402
2022,Peru,88.1,,96.2,85.1,99.0,,1588.44822284327,45.364958473676,18756175.0,,57.0200004577637,67.9199981689453,24.7750930786133,25.1189136505127,70.1500015258789,80.3000030517578,,,,76.85,,,99.4422047773844,,8.33370630096231
2022,Philippines,59.1,,94.8,91.1,98.0,,884.680258485773,41.4438447286486,49481401.0,15.9393396377563,63.6305389404297,60.0255012512207,28.893030166626,23.2302951812744,87.2008438110352,84.1670989990234,20.1498203277588,,,66.2,,,115.654880519172,14.1895600248204,5.82115811213955
2022,Poland,100.0,,100.0,100.0,100.0,,4596.71266565855,45.4775731494996,18259831.0,24.7140331268311,97.6652450561523,98.463752746582,37.2951812744141,26.4782943725586,97.9530715942383,98.9876174926758,32.1605682373047,,,86.42,,,98.3163003692536,4.05151988034782,14.4294507575758
2022,Portugal,100.0,,100.0,100.0,100.0,,5085.23209727273,49.2968828485589,5275650.0,21.5089321136475,63.9583015441895,65.3792190551758,29.3014507293701,22.7047214508057,94.1874694824219,97.5181427001953,28.6646671295166,,,67.38,,,102.400782918032,4.95387039532298,7.83269124233323
2022,Romania,100.0,,100.0,100.0,100.0,,2717.53652859422,42.7389276101244,8415279.0,14.8340311050415,91.0400009155273,95.0199966430664,20.4699993133545,18.5599994659424,98.7600021362305,99.1500015258789,15.6972007751465,,,70.42,,50.8849084169995,106.899262298032,4.63101086103234,13.7954887432521
2022,Russian Federation,99.4,,100.0,100.0,99.1,,7184.42203703818,48.7434189452399,73531906.0,,99.2005081176758,98.8655395507812,74.7691802978516,73.145378112793,100.0,100.0,,,,89.45,,19.5062376778091,88.5293450227239,,
2022,Rwanda,8.3,79.9,50.6,38.2,98.0,,68.1267274337541,47.4707674788239,5079189.0,5.44000005722046,15.7399997711182,20.4599990844727,,,40.5299987792969,47.6599998474121,3.59999990463257,,,11.55,,,116.188956604488,6.21021774540179,17.6892095588153
2022,Saudi Arabia,100.0,,100.0,100.0,100.0,,11835.3177587823,19.2797441654337,15469059.0,29.6599979400635,71.8790893554688,80.1127090454102,38.8877029418945,39.2555923461914,84.4306640625,92.4248809814453,33.9029006958008,,,99.91,,,83.0711139838105,2.39041526354088,2.4740737192537
2022,Senegal,32.3,,67.9,43.4,96.6,,399.521774928173,36.7518079590849,5412180.0,7.42461538314819,15.3707942962646,24.8341293334961,3.7800087928772,8.4315767288208,30.4678592681885,42.8605690002441,3.10535168647766,,,63.21,,,126.317962507135,9.86295387445667,9.69681899081073
