Country Name,Country Code,Time,Time Code,Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],"Unemployment with advanced education, female (% of female labor force with advanced education) [SL.UEM.ADVN.FE.ZS]","Unemployment with advanced education, male (% of male labor force with advanced education) [SL.UEM.ADVN.MA.ZS]",Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],"Unemployment with basic education, female (% of female labor force with basic education) [SL.UEM.BASC.FE.ZS]","Unemployment with basic education, male (% of male labor force with basic education) [SL.UEM.BASC.MA.ZS]",Unemployment with intermediate education (% of total labor force with intermediate education) [SL.UEM.INTM.ZS],"Unemployment with intermediate education, female (% of female labor force with intermediate education) [SL.UEM.INTM.FE.ZS]","Unemployment with intermediate education, male (% of male labor force with intermediate education) [SL.UEM.INTM.MA.ZS]","Unemployment, female (% of female labor force) (modeled ILO estimate) [SL.UEM.TOTL.FE.ZS]","Unemployment, female (% of female labor force) (national estimate) [SL.UEM.TOTL.FE.NE.ZS]","Unemployment, male (% of male labor force) (modeled ILO estimate) [SL.UEM.TOTL.MA.ZS]","Unemployment, male (% of male labor force) (national estimate) [SL.UEM.TOTL.MA.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.FE.ZS]","Unemployment, youth female (% of female labor force ages 15-24) (national estimate) [SL.UEM.1524.FE.NE.ZS]","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.MA.ZS]","Unemployment, youth male (% of male labor force ages 15-24) (national estimate) [SL.UEM.1524.MA.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Gross intake ratio in first grade of primary education, female (% of relevant age group) [SE.PRM.GINT.FE.ZS]","Gross intake ratio in first grade of primary education, total (% of relevant age group) [SE.PRM.GINT.ZS]","Net intake rate in grade 1, female (% of official school-age population) [SE.PRM.NINT.FE.ZS]","Over-age students, primary (% of enrollment) [SE.PRM.OENR.ZS]","Gross intake ratio in first grade of primary education, male (% of relevant age group) [SE.PRM.GINT.MA.ZS]",Net intake rate in grade 1 (% of official school-age population) [SE.PRM.NINT.ZS],"Net intake rate in grade 1, male (% of official school-age population) [SE.PRM.NINT.MA.ZS]","Persistence to grade 5, female (% of cohort) [SE.PRM.PRS5.FE.ZS]","Persistence to grade 5, total (% of cohort) [SE.PRM.PRS5.ZS]","Persistence to last grade of primary, male (% of cohort) [SE.PRM.PRSL.MA.ZS]",Progression to secondary school (%) [SE.SEC.PROG.ZS],"Over-age students, primary, female (% of female enrollment) [SE.PRM.OENR.FE.ZS]","Over-age students, primary, male (% of male enrollment) [SE.PRM.OENR.MA.ZS]","Persistence to grade 5, male (% of cohort) [SE.PRM.PRS5.MA.ZS]","Persistence to last grade of primary, female (% of cohort) [SE.PRM.PRSL.FE.ZS]","Persistence to last grade of primary, total (% of cohort) [SE.PRM.PRSL.ZS]","Progression to secondary school, female (%) [SE.SEC.PROG.FE.ZS]","Repeaters, primary, female (% of female enrollment) [SE.PRM.REPT.FE.ZS]","Repeaters, primary, total (% of total enrollment) [SE.PRM.REPT.ZS]","Repeaters, primary, male (% of male enrollment) [SE.PRM.REPT.MA.ZS]","Progression to secondary school, male (%) [SE.SEC.PROG.MA.ZS]",Multidimensional poverty headcount ratio (UNDP) (% of population) [SI.POV.MPUN],Multidimensional poverty headcount ratio (World Bank) (% of population) [SI.POV.MPWB],Poverty gap at $2.15 a day (2017 PPP) (%) [SI.POV.GAPS],Poverty gap at $6.85 a day (2017 PPP) (%) [SI.POV.UMIC.GP],Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population) [SI.POV.LMIC],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],Poverty gap at $3.65 a day (2017 PPP) (%) [SI.POV.LMIC.GP],Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population) [SI.POV.DDAY],Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population) [SI.POV.UMIC],Poverty headcount ratio at societal poverty line (% of population) [SI.POV.SOPO],Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.NOPR.ZS],Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBP2.ZS],Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.TOT1.ZS],Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBP1.ZS],Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%) [SH.UHC.FBPR.ZS],Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.TOT2.ZS],Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.TOTR.ZS],"Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth female (% of females ages 15-24) [SE.ADT.1524.LT.FE.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]"
Angola,AGO,2022,YR2022,..,..,..,..,..,..,..,..,..,14.736,14.398,14.472,13.837,14.602,14.124,25.638,26.463,30.903,26.749,28.288,26.605,64.541,61.929,59.351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.5,72.40000153,80.69999695,83.30000305,82.80000305,0.93945998,85.90000153
Angola,AGO,2023,YR2023,..,..,..,..,..,..,..,..,..,14.671,..,14.405,..,14.537,..,25.47,..,30.636,..,28.075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.941,78.497,75.775,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.645,79.236,76.507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2021,YR2021,3.426,3.429,3.421,10.395,13.535,8.843,10.645,12.671,9.069,9.852,9.825,7.915,7.893,8.736,8.736,26.688,26.676,21.008,20.772,23.373,23.239,78.647,75.39,72.182,..,..,..,..,..,..,..,96.27831268,96.70619965,96.00563812,..,..,..,97.12103271,95.28292847,95.64971924,..,..,..,..,..,..,0.9,0.4,3.7,2.8,37.3,..,0.9,0.9,11.4,23.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2022,YR2022,2.898,3.136,2.584,7.777,9.832,6.691,8.295,9.745,7.136,7.682,7.66,6.145,6.127,6.805,6.805,20.723,20.861,17.745,17.597,19.004,18.971,79.277,76.064,72.851,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.2,3.3,2.5,39.2,..,0.8,0.6,10.9,22.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,2023,YR2023,2.494,2.838,2.049,7.187,8.522,6.489,7.421,8.654,6.406,6.793,6.778,5.641,5.628,6.139,6.139,19.379,19.459,16.867,16.7,17.946,17.886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,2021,YR2021,7.432,8.261,6.326,7.087,12.549,4.686,9.761,10.499,9.157,15.236,9.236,15.711,7.578,15.469,8.418,33.311,28.773,27.938,20.373,30.532,24.289,77.35,72.043,66.554,..,..,..,..,..,..,..,..,..,97.06945038,..,..,..,..,98.01043701,97.51035309,..,..,..,..,..,..,0.5,0.1,14.4,8.7,26.5,0.21,1.6,0.5,51.7,18.3,1.92,3.49,4.39,0.59,0.38,8.49,6.31,11.98,..,..,..,..,..,..,..
Armenia,ARM,2022,YR2022,..,..,..,..,..,..,..,..,..,12.668,..,14.099,..,13.379,..,28.004,..,24.873,..,26.354,..,78.447,73.372,67.866,..,..,..,..,..,..,..,..,..,98.23264313,..,..,..,..,98.7530365,98.47792053,..,..,..,..,..,..,0.8,0.1,15,10,24.8,..,1.8,0.8,51.3,20.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,2023,YR2023,..,..,..,..,..,..,..,..,..,12.542,..,13.957,..,13.245,..,27.768,..,24.67,..,26.135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.315,74.626,71.798,..,..,..,..,..,..,..,..,87.24973297,..,..,..,..,..,..,84.98654175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.681,74.992,72.145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2021,YR2021,3.324,3.258,3.399,9.674,9.151,10.106,5.328,5.662,5.098,5.012,4.866,5.209,5.163,5.116,5.023,9.817,9.747,12.611,12.512,11.248,11.156,85.4,83.3,81.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2022,YR2022,2.278,2.371,2.171,7.71,7.387,7.978,3.977,4.189,3.83,3.672,3.672,3.779,3.779,3.728,3.728,7.544,7.542,9.344,9.326,8.459,8.449,85.3,83.2,81.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,2023,YR2023,2.373,2.434,2.3,8.035,7.609,8.364,3.67,3.834,3.557,3.572,3.572,3.755,3.755,3.668,3.668,7.445,7.409,9.251,9.175,8.375,8.319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2021,YR2021,4.138,4.181,4.098,14.347,13.052,15.55,6.045,6.256,5.872,6.403,6.403,6.508,6.508,6.459,6.459,12.339,12.354,11.76,11.772,12.023,12.037,83.7,81.1902439,78.8,..,..,..,..,..,..,..,..,..,99.47306061,..,..,..,..,99.38889313,99.43244934,..,..,..,..,..,..,0.7,0.4,0.5,0.5,14.8,..,0.4,0.5,1.1,12.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2022,YR2022,3.49,3.613,3.352,12.417,12.361,12.464,4.241,3.816,4.615,4.797,4.798,5.163,5.164,4.992,4.992,10.281,10.284,10.366,10.355,10.327,10.322,83.5,81.09268293,78.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,2023,YR2023,3.6,4.066,3.057,12.658,11.571,13.612,4.596,4.184,4.954,5.025,5.025,5.476,5.476,5.264,5.264,11.263,11.237,10.73,10.692,10.98,10.946,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,2021,YR2021,5.46,5.16,5.76,13.06,11.18,15.63,5.49,7.24,3.96,6.958,7,5.119,5.15,6.04,6.04,16.512,16.59,12.975,12.87,14.691,14.56,73.287,69.366,65.646,..,..,..,..,..,..,..,..,..,100,..,..,..,..,98.36121368,99.22992706,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,2022,YR2022,5.11,4.76,5.45,12.31,10.5,14.82,5.13,6.8,3.68,6.51,6.54,4.788,4.81,5.65,5.65,15.416,15.25,12.313,12.1,13.808,13.55,76.249,73.488,70.55,..,..,..,..,..,..,..,..,..,99.36405945,..,..,..,..,98.67671204,99.04163361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,2023,YR2023,..,..,..,..,..,..,..,..,..,6.496,..,4.778,..,5.636,..,15.377,..,12.257,..,13.751,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,1,100
