Country Name,Country Code,Series Name,Series Code,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.NF.Z1,2.21661359258143,2.05268304588411,2.08526546305631,1.95347502678528,1.76611174569767,1.76129048944024,1.80628104267524,1.67771177322253,1.63128166810886,1.52472581165255,1.56958260308939,1.48894560913253
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",DP.DOD.DECF.CR.NF.Z1,2.21661359258143,2.05268304588411,2.08526546305631,1.95347502678528,1.76611174569767,1.76129048944024,1.80628104267524,1.67771177322253,1.63128166810886,1.52472581165255,1.56958260308939,1.48894560913253
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",DP.DOD.DECT.CR.NF.Z1,2.57483183500512,2.32849831324554,2.31271969774917,2.20843259483376,1.95598937917799,2.0219504324552,2.05605015454911,1.92486532982264,1.93367132512312,1.81837845716034,1.79982727662288,1.6961432767099
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,1.54974857802325,1.43513630076888,1.45791634454835,1.36288955357112,1.23217098537047,1.24979877043296,1.28172373593485,1.21118229618123,1.17766323633968,1.12020671877154,1.15316272880696,1.11361582955374
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DLIN.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",DP.DOD.DLLO.CR.NF.Z1,1.02508325698188,0.893362012476669,0.854803353200823,0.845543041262639,0.72381839380752,0.772151662022241,0.774326418614256,0.713683033641406,0.75600808878344,0.698171738388805,0.646664547815918,0.582527447156153
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",DP.DOD.DLOA.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",DP.DOD.DLSD.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",DP.DOD.DLTC.CR.NF.Z1,2.2188880856584,2.05347408889482,2.08599625688881,1.95418215812821,1.76680116204048,1.7619456322273,1.80690746464789,1.67833013148135,1.63189090879796,1.52530516913119,1.57013320743895,1.4894887965942
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",DP.DOD.DLTC.CR.M1.NF.Z1,2.2188880856584,2.05347408889482,2.08599625688881,1.95418215812821,1.76680116204048,1.7619456322273,1.80690746464789,1.67833013148135,1.63189090879796,1.52530516913119,1.57013320743895,1.4894887965942
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",DP.DOD.DLCD.CR.M1.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.NF.Z1,1.54974857802325,1.43513630076888,1.45791634454835,1.36288955357112,1.23217098537047,1.24979877043296,1.28172373593485,1.21118229618123,1.17766323633968,1.12020671877154,1.15316272880696,1.11361582955374
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DLIN.CR.M1.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",DP.DOD.DLLO.CR.M1.NF.Z1,0.669139507635147,0.618337788125944,0.628079912340466,0.591292604557086,0.534630176670002,0.51214686179434,0.525183728713037,0.467147835300122,0.454227672458276,0.405098450359648,0.416970478631996,0.375872967040454
