Country Name,Country Code,Series Name,Series Code,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, US$",DP.DOD.DLLO.CR.NF.CD,10045486965.2772,10045529576.1429,14358671930.7269,10891407406.0708,9618323101.46266,10303424366.2087,11702190358.0528,11581852051.5438,12251112614.5436,10471337448.3047,10922532506.9349,11946603216.5194
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, US$",DP.DOD.DLOA.CR.NF.CD,3299037101.69199,2983449982.47209,3250925239.04936,2757940953.59004,2857384303.91892,3667651307.02038,1235030125.16065,723519027.927256,470138685.645979,3136581974.23947,2952976950.66522,2996618065.37434
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, US$",DP.DOD.DLSD.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.NF.CD,30049761501.7642,29790181273.5803,34670698502.2463,32498206547.1884,30520907331.4331,33460008679.4956,33849122634.4358,32315569761.1917,33529173268.2316,33105697175.4023,34251750447.7535,36121759751.447
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.M1.NF.CD,28992259946.9933,29034651164.951,34045947368.7374,31893273875.231,29697368063.8769,32843151143.5618,29207514458.3017,29690181361.9757,32123993928.163,31613900584.6486,33076993571.839,35247544668.9954
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",DP.DOD.DLCD.CR.M1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.NF.CD,16683829434.7951,16707963114.9653,17008945332.47,18788849601.5276,17896621364.825,19370371629.8786,18710566886.7834,17985907799.4586,19601341445.358,18139260562.5774,19624337818.7767,20526578134.1312
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",DP.DOD.DLIN.CR.M1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, US$",DP.DOD.DLLO.CR.M1.NF.CD,9615673514.0406,9620933317.57624,13941358600.4192,10736880320.5197,9584667489.843,10268102274.3382,9722077922.21559,11002459595.6255,12074955026.4855,10369485524.9512,10558855666.0996,11815383255.5728
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",DP.DOD.DLOA.CR.M1.NF.CD,2692756998.15766,2705754732.40942,3095643435.84808,2367543953.18361,2216079209.20868,3204677239.34488,774869649.302627,701813966.891668,447697456.319517,3105154497.12014,2893800086.9626,2905583279.29127
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",DP.DOD.DLSD.CR.M1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.L1.NF.CD,1057501554.77094,755530108.629337,624751133.508954,604932671.957492,823539267.556203,616857535.933998,4641608176.13412,2625388399.21599,1405179340.06853,1491796590.75371,1174756875.91456,874215082.451694
Colombia,COL,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",DP.DOD.DLCD.CR.L1.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
